gesture,rep,t_ms,gx,gy,gz,ax,ay,az
left,1,1,-2.188,-0.562,1.250,-0.049,-0.021,-1.012
left,1,20,-0.875,-2.125,0.625,-0.050,-0.012,-1.014
left,1,40,-0.500,-2.063,0.812,-0.060,-0.024,-1.016
left,1,60,-0.187,-4.875,0.750,-0.067,-0.040,-1.021
left,1,80,-1.687,-4.812,0.875,-0.073,-0.029,-1.022
left,1,100,-2.250,-2.625,-1.937,-0.087,-0.024,-1.025
left,1,120,-3.188,-0.250,-5.125,-0.094,-0.008,-1.039
left,1,140,-5.625,2.938,-5.625,-0.097,-0.002,-1.052
left,1,160,-6.500,4.562,-0.375,-0.075,-0.010,-1.049
left,1,180,-3.875,3.188,-1.250,-0.048,0.006,-1.024
left,1,200,0.937,1.562,-2.375,-0.062,0.000,-1.044
left,1,220,4.750,5.125,-1.937,-0.128,0.015,-1.073
left,1,240,4.000,9.625,-1.937,-0.214,-0.038,-1.098
left,1,260,4.125,15.313,-6.000,-0.309,-0.087,-1.128
left,1,280,-2.125,27.812,-1.187,-0.428,-0.089,-1.173
left,1,300,-6.187,37.875,4.250,-0.441,-0.100,-1.125
left,1,320,-5.812,38.125,5.750,-0.387,-0.021,-1.047
left,1,340,-2.375,26.562,5.437,-0.360,0.000,-0.952
left,1,360,5.062,10.563,2.125,-0.413,-0.058,-0.922
left,1,380,7.437,0.625,8.125,-0.475,-0.072,-0.932
left,1,400,2.625,-4.437,18.250,-0.481,-0.009,-0.945
left,1,420,-5.062,-3.188,24.937,-0.461,0.007,-0.957
left,1,440,-19.000,-4.625,28.875,-0.445,-0.121,-0.954
left,1,460,-25.687,0.000,17.625,-0.381,-0.123,-1.000
left,1,480,-25.500,11.125,-15.375,-0.274,-0.115,-1.052
left,1,500,-25.937,24.500,-31.437,-0.197,0.101,-1.075
left,1,520,-26.125,19.125,-20.750,-0.083,0.166,-1.015
left,1,540,-13.625,-3.188,8.250,-0.177,0.056,-1.017
left,1,560,-19.625,6.812,-25.187,-0.149,-0.143,-1.071
left,1,580,-10.375,19.875,-44.500,-0.157,0.104,-0.996
left,1,600,-13.500,25.687,-13.563,-0.115,0.082,-0.953
left,1,620,-22.500,31.312,18.125,0.125,0.074,-0.806
left,1,640,-30.625,8.188,22.062,0.338,0.106,-0.747
left,1,660,-18.937,-24.187,-0.937,0.244,0.059,-0.849
left,1,680,-25.750,-28.312,-1.437,0.056,0.186,-1.061
left,1,700,-47.813,-4.875,-21.937,0.292,0.154,-1.049
left,1,720,-39.563,-1.125,-34.313,0.406,0.194,-0.928
left,1,740,-25.875,-22.562,-16.000,0.413,0.409,-0.995
left,1,760,-40.188,-42.188,34.875,0.427,0.400,-1.071
left,1,780,-48.500,-72.938,55.250,0.345,0.058,-1.083
left,1,800,-42.938,-83.188,13.000,0.144,0.016,-1.125
left,1,820,-44.313,-59.250,6.875,0.146,0.279,-1.130
left,1,840,-40.000,-42.750,38.063,0.250,0.131,-1.076
left,1,860,-40.563,-66.063,53.938,0.399,0.018,-1.089
left,1,880,-36.313,-87.375,39.250,0.243,0.095,-1.156
left,1,900,-27.000,-79.813,38.125,0.113,0.157,-1.159
left,1,920,-14.000,-65.750,28.875,0.146,0.057,-1.061
left,1,940,-11.625,-59.313,18.062,0.069,0.062,-1.094
left,1,960,-8.625,-33.875,10.813,0.034,0.090,-1.138
left,1,980,-2.313,-8.250,-9.188,-0.019,0.151,-1.128
left,1,1000,10.875,5.250,-17.750,-0.083,0.250,-1.138
left,1,1020,26.062,15.063,-23.125,-0.094,0.215,-1.147
left,1,1040,33.188,20.687,-38.250,-0.146,0.197,-1.156
left,1,1060,34.375,23.250,-43.750,-0.147,0.302,-1.213
left,1,1080,40.563,34.750,-41.188,-0.005,0.210,-1.242
left,1,1100,48.625,41.063,-50.313,0.173,0.063,-1.244
left,1,1120,37.438,63.188,-67.688,0.378,0.124,-1.274
left,1,1140,48.563,44.375,-74.188,0.455,0.223,-1.193
left,1,1160,71.000,18.125,-58.750,0.255,0.226,-1.153
left,1,1180,71.625,13.875,-41.250,0.094,0.130,-1.096
left,1,1200,43.313,12.250,-42.750,-0.047,0.129,-1.091
left,1,1220,-18.000,45.000,-18.812,-0.016,0.119,-1.042
left,1,1240,9.625,74.688,0.187,0.383,-0.139,-0.763
left,1,1260,49.563,29.125,-6.250,0.481,0.006,-0.698
left,1,1280,57.000,-12.938,-5.812,-0.119,0.149,-1.032
left,1,1300,42.625,24.625,10.438,-0.444,0.026,-1.178
left,1,1320,2.438,92.625,29.625,0.055,-0.127,-0.976
left,1,1340,-40.750,79.438,39.000,0.479,-0.016,-0.630
left,1,1360,5.687,-13.438,11.125,-0.089,0.147,-0.876
left,1,1380,20.500,10.813,18.625,-0.709,0.103,-1.411
left,1,1400,-11.688,106.563,41.688,-0.192,-0.252,-1.151
left,1,1420,-20.500,84.250,35.250,0.559,-0.047,-0.617
left,1,1440,-15.625,-0.125,21.437,0.341,0.302,-0.808
left,1,1460,3.250,-27.000,22.000,-0.331,0.287,-1.094
left,1,1480,-4.187,-4.312,28.000,-0.627,-0.258,-1.249
left,1,1500,-25.125,63.375,8.688,-0.082,-0.233,-1.037
left,1,1520,-27.062,60.500,8.625,0.425,0.184,-0.700
left,1,1540,6.812,-10.938,14.063,0.267,0.250,-0.753
left,1,1560,46.813,-45.688,-8.063,-0.245,0.110,-1.004
left,1,1580,26.250,-30.625,-5.000,-0.719,-0.211,-1.304
left,1,1600,-11.500,37.313,-4.750,-0.397,-0.231,-1.188
left,1,1620,-12.750,50.250,-16.250,0.044,0.080,-0.918
left,1,1640,23.750,-5.750,-9.563,0.082,0.239,-0.820
left,1,1660,40.875,-47.500,-5.500,-0.465,-0.058,-1.142
left,1,1680,6.437,-11.813,-1.937,-0.607,-0.266,-1.272
left,1,1700,-14.250,21.625,-14.063,-0.260,-0.079,-1.144
left,1,1720,-3.563,7.687,-10.125,-0.005,0.223,-1.015
left,1,1740,8.875,-13.750,-1.250,-0.075,0.135,-1.066
left,1,1760,8.563,-15.500,1.687,-0.177,-0.021,-1.076
left,1,1780,-4.812,0.125,-0.375,-0.172,-0.070,-1.123
left,1,1800,-12.313,15.188,-1.125,-0.012,0.030,-1.052
left,1,1820,-1.187,10.000,-0.812,0.037,0.111,-1.001
left,1,1840,4.937,3.000,1.750,-0.019,0.024,-1.011
left,1,1860,3.125,2.938,2.750,-0.040,-0.050,-1.000
left,1,1880,0.375,4.937,2.125,-0.012,-0.043,-1.010
left,1,1900,0.687,2.875,2.750,0.011,-0.030,-0.988
left,1,1920,4.750,-2.063,2.313,-0.005,-0.037,-0.994
left,1,1940,0.312,-2.813,2.375,-0.045,-0.102,-1.006
left,1,1960,-4.500,-1.125,0.312,0.012,-0.099,-1.002
left,1,1980,-4.562,-1.062,-0.250,0.042,-0.025,-1.022
left,2,1,-1.562,0.625,0.750,0.038,0.012,-1.047
left,2,21,-1.000,2.563,0.500,0.031,0.033,-1.050
left,2,40,-0.687,3.000,1.125,0.013,0.033,-1.051
left,2,60,-0.812,4.000,1.125,-0.041,0.011,-1.069
left,2,80,-1.187,7.000,0.250,-0.113,-0.021,-1.087
left,2,100,-0.750,11.125,-1.812,-0.261,-0.080,-1.135
left,2,120,-2.563,19.625,-7.250,-0.386,-0.124,-1.159
left,2,140,-0.812,26.312,-15.125,-0.466,-0.103,-1.139
left,2,160,1.937,31.375,-21.500,-0.493,-0.065,-1.111
left,2,180,7.000,32.813,-27.125,-0.476,-0.066,-1.062
left,2,200,15.750,30.500,-41.563,-0.492,-0.086,-1.064
left,2,220,17.625,31.000,-45.250,-0.521,-0.068,-1.086
left,2,240,9.875,27.187,-29.000,-0.449,0.056,-1.052
left,2,260,0.750,19.062,3.938,-0.366,0.116,-1.028
left,2,280,-2.563,8.563,4.250,-0.264,-0.020,-0.967
left,2,300,-3.188,-1.437,-7.187,-0.134,0.129,-0.977
left,2,320,-8.438,-12.063,6.125,-0.050,0.090,-0.956
left,2,340,1.937,-15.313,3.375,-0.042,-0.012,-0.972
left,2,360,1.875,-16.687,20.125,0.002,0.140,-1.007
left,2,380,-2.625,-19.000,-9.875,0.100,0.019,-0.934
left,2,400,-18.937,-11.875,-36.000,0.194,0.062,-0.864
left,2,420,-29.750,-29.812,-9.313,0.201,0.133,-0.816
left,2,440,-33.688,-28.875,-11.375,0.372,-0.026,-0.928
left,2,460,-30.875,-19.312,-56.688,0.481,0.074,-0.942
left,2,480,-24.937,-27.750,-81.438,0.469,0.209,-1.009
left,2,500,-35.125,-27.687,-66.688,0.530,0.224,-0.946
left,2,520,-34.188,-28.062,-43.563,0.565,0.165,-0.917
left,2,540,-32.688,-42.938,-38.750,0.574,0.157,-0.930
left,2,560,-24.937,-51.750,-48.625,0.467,0.298,-1.061
left,2,580,-25.625,-42.500,-12.938,0.462,0.325,-1.050
left,2,600,-28.937,-58.125,4.625,0.402,-0.032,-0.840
left,2,620,-33.313,-54.250,4.312,0.233,0.017,-1.007
left,2,640,-37.375,-30.937,5.562,0.316,0.122,-1.082
left,2,660,-28.750,-31.875,-1.625,0.293,0.190,-1.096
left,2,680,-22.437,-34.875,18.375,0.146,0.185,-1.205
left,2,700,-21.625,-27.500,16.375,0.141,0.083,-1.322
left,2,720,-11.000,-35.625,-8.750,0.203,0.401,-1.632
left,2,740,25.500,-6.375,16.187,-0.076,0.398,-1.387
left,2,760,9.125,6.062,18.687,0.114,-0.250,-0.946
left,2,780,4.187,4.687,-23.250,-0.004,-0.018,-1.104
left,2,800,-5.875,24.625,-16.062,0.107,0.107,-1.127
left,2,820,-0.875,35.313,-26.875,0.168,0.105,-1.100
left,2,840,11.438,26.812,-27.187,0.216,0.123,-1.107
left,2,860,14.563,22.250,-32.250,0.203,0.173,-1.148
left,2,880,16.625,23.062,-31.062,0.214,0.235,-1.158
left,2,900,24.562,18.062,-29.187,0.175,0.179,-1.174
left,2,920,37.438,20.625,-36.250,0.149,0.118,-1.196
left,2,940,35.375,32.188,-31.625,0.340,0.169,-1.110
left,2,960,27.250,31.937,-19.437,0.548,0.123,-0.967
left,2,980,21.750,3.188,-12.500,0.442,0.106,-0.953
left,2,1000,34.750,-9.625,-18.937,0.146,0.182,-1.070
left,2,1020,34.188,23.687,-9.438,0.095,0.093,-1.133
left,2,1040,14.000,51.625,8.750,0.430,0.021,-0.757
left,2,1060,15.938,18.125,10.063,0.509,0.196,-0.737
left,2,1080,31.937,-22.062,34.875,0.037,0.282,-1.024
left,2,1100,13.563,11.125,49.750,-0.004,-0.015,-1.114
left,2,1120,-17.187,34.813,29.312,0.399,-0.045,-0.837
left,2,1140,-23.500,10.125,31.562,0.444,0.307,-0.754
left,2,1160,0.437,-35.875,60.188,0.055,0.316,-1.007
left,2,1180,-15.188,19.125,69.250,-0.068,0.010,-1.138
left,2,1200,-27.875,46.563,54.438,0.084,0.006,-0.918
left,2,1220,-9.188,36.688,54.125,0.221,0.275,-0.822
left,2,1240,4.875,-7.812,78.375,0.065,0.369,-0.854
left,2,1260,0.312,-19.250,76.750,0.018,0.144,-0.897
left,2,1280,2.125,-29.625,81.125,-0.218,0.246,-0.895
left,2,1300,12.250,-54.438,82.313,-0.579,0.017,-1.018
left,2,1320,13.500,-38.375,35.125,-0.786,-0.206,-1.102
left,2,1340,-2.500,-7.500,23.750,-0.649,-0.175,-1.026
left,2,1360,-11.500,-13.250,27.875,-0.594,-0.101,-0.986
left,2,1380,-15.500,-16.437,25.250,-0.766,0.015,-1.253
left,2,1400,-12.563,4.312,8.125,-0.697,0.098,-1.321
left,2,1420,6.437,10.063,-3.688,-0.500,0.119,-1.182
left,2,1440,14.813,1.687,-7.375,-0.356,-0.138,-1.027
left,2,1460,17.812,0.187,-21.187,-0.400,-0.154,-1.007
left,2,1480,-8.688,6.812,-9.063,-0.271,-0.032,-0.969
left,2,1500,-9.063,3.438,-2.000,-0.176,0.036,-1.009
left,2,1520,-5.875,-0.500,-3.375,-0.080,0.067,-1.012
left,2,1540,0.812,-2.000,-10.250,-0.095,0.097,-1.032
left,2,1560,1.500,3.313,-12.813,-0.083,0.112,-1.046
left,2,1580,1.687,7.562,-5.375,-0.004,0.167,-1.004
left,2,1600,4.000,-2.000,0.750,-0.017,0.093,-0.989
left,2,1620,4.312,-0.125,-1.000,-0.048,0.065,-0.997
left,2,1640,2.063,0.312,1.687,-0.024,0.027,-0.973
left,2,1660,-0.562,-1.812,-0.500,0.006,-0.009,-1.000
left,2,1680,-5.625,-1.500,1.000,0.020,0.034,-1.021
left,2,1700,-1.687,-3.000,1.250,0.007,0.078,-1.050
left,2,1720,1.437,-4.437,1.312,-0.022,0.067,-1.076
left,2,1740,0.250,0.000,2.938,-0.028,0.052,-1.093
left,2,1760,-0.312,1.312,4.500,-0.011,0.060,-1.064
left,2,1780,2.688,0.187,3.500,-0.032,0.042,-1.037
left,2,1800,0.937,0.437,4.062,-0.059,-0.004,-1.026
left,2,1820,-3.625,2.125,3.125,-0.058,-0.035,-1.034
left,2,1840,-5.687,4.437,0.375,-0.035,0.014,-1.040
left,2,1860,-3.500,3.563,-0.187,-0.028,0.043,-1.035
left,2,1880,-2.375,2.938,-0.500,-0.035,0.024,-1.046
left,2,1900,-3.375,6.062,-1.625,-0.024,0.026,-1.053
left,2,1920,-3.500,7.750,-0.250,-0.001,0.061,-1.040
left,2,1940,-0.625,5.312,-1.375,0.003,0.047,-1.031
left,2,1960,-0.687,4.250,-0.875,-0.005,0.024,-1.035
left,2,1980,-1.000,3.250,-2.125,0.013,0.014,-1.016
left,3,1,0.562,2.313,-3.563,0.009,0.054,-1.012
left,3,20,-0.562,0.437,-2.063,0.004,0.050,-1.015
left,3,40,-3.000,0.250,-0.875,-0.002,0.044,-1.022
left,3,60,-4.250,0.187,-0.500,0.008,0.068,-1.017
left,3,80,-3.750,-2.625,1.812,-0.019,0.089,-1.032
left,3,100,-3.688,-0.812,3.375,-0.075,0.064,-1.080
left,3,120,-3.813,4.750,0.437,-0.113,0.058,-1.095
left,3,140,-2.625,9.313,-3.750,-0.160,0.040,-1.107
left,3,160,-2.000,18.000,-7.500,-0.257,0.058,-1.165
left,3,180,-1.625,25.312,-10.188,-0.344,0.071,-1.196
left,3,200,0.875,31.812,-11.563,-0.412,0.114,-1.193
left,3,220,9.750,34.625,-15.563,-0.462,0.118,-1.166
left,3,240,19.687,38.750,-16.500,-0.526,0.114,-1.143
left,3,260,26.625,38.500,-13.500,-0.583,0.074,-1.066
left,3,280,26.187,32.688,-12.625,-0.708,0.024,-1.093
left,3,300,14.625,38.813,1.187,-0.787,0.038,-1.139
left,3,320,-6.187,45.000,11.813,-0.718,0.000,-1.112
left,3,340,-28.875,54.375,13.625,-0.594,0.018,-1.155
left,3,360,-39.375,65.375,12.750,-0.344,0.104,-1.073
left,3,380,-19.250,48.813,-4.625,-0.134,0.224,-0.982
left,3,400,9.813,28.312,-17.062,-0.041,0.246,-0.878
left,3,420,21.062,-3.000,-4.875,0.015,0.067,-0.715
left,3,440,3.750,-35.188,17.187,-0.095,-0.223,-0.683
left,3,460,-23.000,-40.563,-26.062,-0.168,-0.507,-0.854
left,3,480,-26.125,34.063,-104.000,0.208,0.050,-0.899
left,3,500,-12.625,14.125,-87.500,0.880,0.253,-0.496
left,3,520,-27.500,-50.500,-77.813,0.844,0.239,-0.641
left,3,540,-63.938,-42.875,-25.437,0.628,0.275,-0.925
left,3,560,-79.500,-46.375,-34.813,0.707,-0.020,-0.841
left,3,580,-66.563,-43.000,-65.375,0.727,0.237,-0.859
left,3,600,-69.250,-37.688,-4.125,0.733,0.408,-0.936
left,3,620,-66.375,-33.250,45.500,0.845,0.374,-1.066
left,3,640,-62.813,-49.563,24.687,0.892,0.105,-1.033
left,3,660,-44.563,-48.313,-4.062,0.713,0.269,-1.114
left,3,680,-24.062,-28.250,22.187,0.593,0.299,-1.176
left,3,700,-8.438,-25.875,15.438,0.590,0.164,-1.125
left,3,720,-0.500,-22.437,-9.688,0.391,0.232,-1.241
left,3,740,18.000,-5.812,-20.750,0.258,0.489,-1.256
left,3,760,26.937,6.000,-15.250,0.132,0.417,-1.256
left,3,780,24.562,20.687,-9.063,0.143,0.302,-1.223
left,3,800,24.875,28.562,-23.000,0.209,0.210,-1.151
left,3,820,29.062,33.438,-27.875,0.250,0.198,-1.124
left,3,840,33.313,38.625,-30.625,0.447,0.105,-1.093
left,3,860,28.562,39.625,-44.625,0.656,0.090,-1.063
left,3,880,37.500,19.000,-56.500,0.648,0.274,-1.076
left,3,900,48.938,9.813,-69.188,0.485,0.328,-1.218
left,3,920,42.063,31.812,-70.000,0.585,0.150,-1.143
left,3,940,35.813,45.500,-88.875,0.939,0.011,-0.905
left,3,960,38.625,29.500,-74.250,1.209,0.203,-0.700
left,3,980,44.250,-27.312,-58.500,1.125,0.328,-0.642
left,3,1000,60.500,-50.188,-26.062,0.551,0.518,-0.942
left,3,1020,-0.500,-3.125,64.688,0.333,0.306,-0.931
left,3,1040,-34.313,-1.250,85.563,0.385,0.112,-0.676
left,3,1060,2.125,-26.125,60.125,0.139,0.179,-0.782
left,3,1080,16.500,-12.500,79.938,-0.112,0.368,-0.901
left,3,1100,-13.750,8.313,114.125,0.032,0.161,-0.784
left,3,1120,25.875,-40.438,85.500,-0.353,0.326,-0.792
left,3,1140,38.875,-84.875,79.813,-0.833,0.060,-1.224
left,3,1160,1.187,-22.750,75.688,-0.732,0.063,-1.247
left,3,1180,-25.000,3.938,94.625,-0.407,0.267,-0.953
left,3,1200,29.750,-46.875,70.688,-0.687,0.337,-1.017
left,3,1220,29.000,-42.875,46.625,-1.054,-0.056,-1.219
left,3,1240,14.188,-5.812,19.437,-0.963,-0.264,-1.113
left,3,1260,-0.500,0.812,25.375,-0.599,-0.084,-0.932
left,3,1280,0.375,-18.875,30.875,-0.445,-0.027,-0.804
left,3,1300,1.250,-36.563,15.875,-0.581,-0.198,-0.889
left,3,1320,-2.438,-31.500,-8.250,-0.568,-0.131,-0.982
left,3,1340,-13.375,-21.875,-7.937,-0.500,-0.034,-1.065
left,3,1361,-19.125,-12.625,-6.562,-0.419,0.052,-1.121
left,3,1380,-16.312,-11.688,-6.750,-0.289,0.142,-1.127
left,3,1400,-12.438,-7.250,-2.125,-0.227,0.190,-1.125
left,3,1420,-3.438,-6.312,-2.000,-0.157,0.158,-1.090
left,3,1440,2.875,-4.937,-2.688,-0.130,0.124,-1.070
left,3,1460,4.562,-2.125,-2.938,-0.064,0.086,-1.000
left,3,1480,4.625,-5.687,-2.750,-0.081,0.045,-0.993
left,3,1500,-0.812,-2.500,0.187,-0.084,0.035,-0.996
left,3,1520,-3.875,-2.750,0.812,-0.090,0.053,-1.010
left,3,1540,-2.938,-0.562,1.000,-0.079,0.111,-1.045
left,3,1560,-0.312,-1.437,2.250,-0.062,0.110,-1.056
left,3,1580,2.750,-1.250,1.812,-0.078,0.089,-1.073
left,3,1600,1.062,0.437,3.438,-0.088,0.067,-1.052
left,3,1620,-0.187,0.875,4.187,-0.094,0.038,-1.029
left,3,1640,-1.875,1.250,3.000,-0.089,0.017,-1.020
left,3,1660,-1.062,1.000,3.375,-0.085,0.050,-1.021
left,3,1680,0.187,0.875,3.000,-0.089,0.067,-1.033
left,3,1700,1.500,1.437,1.750,-0.100,0.077,-1.043
left,3,1720,0.937,2.250,2.250,-0.102,0.069,-1.033
left,3,1740,-0.375,2.500,3.125,-0.092,0.051,-1.016
left,3,1760,-0.812,1.812,1.562,-0.092,0.046,-1.012
left,3,1780,-1.187,2.000,2.625,-0.088,0.046,-1.015
left,3,1800,-0.375,1.062,0.250,-0.088,0.040,-1.017
left,3,1820,-0.375,1.000,0.125,-0.111,0.060,-1.036
left,3,1840,-0.125,2.375,0.875,-0.090,0.063,-1.021
left,3,1860,0.250,0.750,1.312,-0.098,0.064,-1.030
left,3,1880,-0.812,2.125,1.437,-0.089,0.051,-1.024
left,3,1900,-0.625,0.062,0.500,-0.077,0.057,-1.014
left,3,1920,-0.937,-0.937,0.000,-0.099,0.043,-1.025
left,3,1940,-0.687,0.875,-1.250,-0.104,0.052,-1.029
left,3,1960,-1.625,1.625,0.937,-0.103,0.059,-1.033
left,3,1980,-1.312,2.875,0.812,-0.096,0.065,-1.037
left,4,0,-0.500,0.250,-0.750,-0.066,0.045,-1.022
left,4,20,-0.625,0.875,-1.437,-0.068,0.051,-1.025
left,4,40,-1.812,0.562,0.000,-0.068,0.058,-1.023
left,4,60,-2.188,1.125,-0.125,-0.055,0.064,-1.033
left,4,80,-0.437,-0.437,-1.437,-0.050,0.068,-1.024
left,4,100,-0.375,-0.750,-0.312,-0.070,0.056,-1.029
left,4,120,-0.250,0.187,-0.750,-0.080,0.040,-1.031
left,4,140,-1.000,1.375,-0.187,-0.072,0.047,-1.028
left,4,160,-0.375,0.750,-1.875,-0.065,0.061,-1.027
left,4,180,-0.312,1.125,-0.875,-0.057,0.062,-1.025
left,4,200,-0.437,-0.250,-0.062,-0.053,0.062,-1.027
left,4,220,-0.562,-0.500,0.187,-0.060,0.059,-1.033
left,4,240,-0.500,-0.312,0.125,-0.066,0.054,-1.034
left,4,260,-0.187,-0.312,0.375,-0.065,0.054,-1.026
left,4,280,0.750,-1.000,-0.437,-0.078,0.058,-1.028
left,4,300,-0.187,-1.375,0.250,-0.076,0.040,-1.024
left,4,320,-1.000,-1.562,-0.250,-0.080,0.037,-1.029
left,4,340,-2.375,-0.812,0.250,-0.073,0.044,-1.029
left,4,360,-0.812,-1.062,-0.625,-0.074,0.059,-1.029
left,4,380,-1.187,-1.437,-0.187,-0.071,0.037,-1.034
left,4,400,-2.250,-1.000,-1.125,-0.061,0.034,-1.033
left,4,420,-1.687,-1.000,-1.875,-0.040,0.052,-1.013
left,4,440,-1.062,-3.063,-0.437,-0.038,0.075,-1.004
left,4,460,-2.313,-5.000,1.125,-0.065,0.089,-1.009
left,4,480,-2.563,-5.312,3.813,-0.200,0.132,-1.064
left,4,500,-4.125,-2.125,8.313,-0.470,0.140,-1.158
left,4,520,-9.875,15.188,10.063,-0.783,0.115,-1.315
left,4,540,-3.375,36.813,-2.625,-0.872,0.034,-1.343
left,4,560,15.313,49.500,-23.750,-0.899,0.052,-1.284
left,4,580,21.625,60.000,-28.312,-0.839,0.071,-1.168
left,4,600,21.687,62.438,-33.063,-0.676,0.020,-0.985
left,4,620,20.312,57.500,-46.500,-0.533,0.032,-0.865
left,4,640,16.375,50.375,-48.625,-0.520,0.049,-0.917
left,4,660,2.688,51.563,-46.688,-0.448,-0.173,-1.006
left,4,680,-13.938,65.688,-51.688,-0.314,-0.086,-1.003
left,4,700,-20.250,74.375,-43.875,-0.108,0.209,-0.953
left,4,720,-3.813,60.813,-39.000,0.191,0.366,-0.790
left,4,740,7.875,12.375,-12.625,0.297,0.398,-0.676
left,4,760,-12.563,-17.125,1.687,0.145,-0.281,-0.899
left,4,780,-23.187,25.562,-60.750,0.056,-0.463,-1.047
left,4,800,-39.625,66.563,-59.563,0.292,0.132,-0.939
left,4,820,-49.125,83.938,-19.625,0.683,0.446,-0.735
left,4,840,-32.438,10.375,25.437,0.855,0.544,-0.619
left,4,860,-19.500,-45.875,35.750,0.621,0.204,-0.699
left,4,880,-7.312,-77.188,-6.562,0.160,-0.083,-0.773
left,4,900,-30.812,-43.625,6.250,-0.313,0.065,-1.063
left,4,920,-73.313,17.062,58.375,0.088,0.004,-0.822
left,4,940,-87.750,-6.062,55.063,0.455,0.013,-0.630
left,4,960,-76.000,-47.750,39.938,0.493,0.134,-0.804
left,4,980,-64.438,-70.875,23.062,0.488,0.000,-0.774
left,4,1000,-68.000,-90.125,-3.188,0.130,0.014,-0.986
left,4,1020,-64.188,-40.688,0.125,0.195,0.280,-1.233
left,4,1040,-71.313,-20.000,3.000,0.687,0.322,-1.054
left,4,1060,-56.375,-44.188,-7.812,0.766,0.327,-1.091
left,4,1080,-43.688,-49.438,-5.875,0.500,0.451,-1.292
left,4,1100,-27.687,-20.250,-17.000,0.573,0.386,-1.305
left,4,1120,1.437,-20.312,-33.438,0.557,0.556,-1.226
left,4,1140,7.375,-26.125,-11.250,0.373,0.524,-1.222
left,4,1160,18.500,-21.000,-11.063,0.200,0.331,-1.215
left,4,1180,30.187,-9.000,-31.750,0.066,0.260,-1.182
left,4,1200,38.375,-1.187,-36.563,-0.064,0.360,-1.139
left,4,1220,35.813,15.688,-17.937,-0.073,0.250,-1.091
left,4,1240,24.312,27.437,-16.437,0.114,0.042,-1.003
left,4,1260,21.250,28.687,-40.250,0.271,0.052,-0.973
left,4,1280,23.312,28.000,-56.750,0.280,0.259,-1.064
left,4,1300,22.000,40.438,-47.188,0.320,0.308,-1.166
left,4,1320,22.500,48.750,-48.563,0.553,0.227,-1.109
left,4,1340,35.750,22.500,-59.000,0.499,0.426,-1.072
left,4,1360,59.938,12.250,-52.000,0.236,0.407,-1.174
left,4,1380,69.375,36.188,-48.563,0.314,0.193,-1.052
left,4,1400,66.500,46.875,-53.375,0.404,0.094,-0.953
left,4,1420,61.188,25.125,-35.063,0.307,0.374,-0.868
left,4,1440,53.125,-19.625,-6.750,-0.090,0.238,-1.066
left,4,1460,50.313,20.250,-0.562,-0.283,0.123,-1.135
left,4,1480,18.937,51.375,27.000,-0.069,-0.032,-0.976
left,4,1500,-15.688,62.000,34.938,0.416,-0.087,-0.794
left,4,1520,-19.500,18.437,14.813,0.826,-0.038,-0.611
left,4,1540,32.375,-61.250,-12.688,0.386,0.389,-0.828
left,4,1560,29.875,-59.500,46.875,-0.268,0.300,-1.243
left,4,1580,-3.250,3.750,62.188,0.014,-0.118,-1.031
left,4,1600,-0.312,-7.187,37.688,0.234,0.014,-0.718
left,4,1620,41.500,-68.500,21.187,-0.399,0.153,-0.969
left,4,1640,43.250,-49.375,23.312,-0.842,-0.123,-1.293
left,4,1660,-4.062,39.250,27.750,-0.431,-0.273,-1.166
left,4,1680,-23.562,42.938,20.937,0.306,-0.011,-0.729
left,4,1700,-0.750,-33.125,21.375,0.189,0.303,-0.788
left,4,1720,22.625,-65.125,14.813,-0.252,0.071,-1.109
left,4,1740,11.125,-36.500,11.375,-0.333,-0.151,-1.183
left,4,1760,-9.188,5.875,18.687,0.021,-0.082,-1.036
left,4,1780,-6.312,-5.437,23.437,0.058,0.153,-0.808
left,4,1800,8.063,-36.250,22.812,-0.319,0.133,-1.040
left,4,1820,-0.375,-9.938,14.813,-0.437,-0.044,-1.142
left,4,1840,-15.625,11.875,2.000,-0.121,-0.095,-0.985
left,4,1860,5.250,-1.750,-13.313,0.080,0.211,-0.927
left,4,1880,5.625,-21.125,18.437,0.039,0.342,-0.901
left,4,1900,12.313,-43.000,19.625,-0.175,0.049,-0.956
left,4,1920,9.938,-32.563,3.000,-0.296,-0.161,-1.037
left,4,1940,4.437,-8.750,-2.188,-0.265,-0.057,-1.032
left,4,1960,-2.375,-0.812,7.250,-0.185,0.152,-0.992
left,4,1980,-0.437,-12.750,21.250,-0.308,0.044,-1.066
left,5,1,-0.562,-0.187,2.563,-0.042,0.035,-0.992
left,5,21,-3.688,-0.125,4.187,-0.038,0.038,-0.992
left,5,40,-5.250,-0.687,3.500,-0.015,0.039,-0.996
left,5,60,-5.062,-2.938,2.250,0.002,0.065,-1.006
left,5,80,-4.750,-3.625,3.313,-0.017,0.104,-1.032
left,5,100,-3.500,-3.063,5.312,-0.039,0.090,-1.049
left,5,120,-2.375,-1.875,3.438,-0.060,0.060,-1.061
left,5,140,-1.062,2.313,0.625,-0.054,0.052,-1.066
left,5,160,-1.375,4.312,-0.937,-0.088,0.092,-1.061
left,5,180,-3.688,3.875,0.562,-0.149,0.077,-1.087
left,5,200,-1.187,10.438,-10.938,-0.317,0.082,-1.136
left,5,220,2.625,16.937,-19.937,-0.543,0.180,-1.242
