gesture,rep,t_ms,gx,gy,gz,ax,ay,az
up,1,1,15.500,-5.562,-0.250,-0.019,0.193,-1.010
up,1,21,13.938,-8.750,-2.500,-0.031,0.179,-1.004
up,1,40,3.688,-1.062,-2.750,-0.040,0.170,-1.018
up,1,60,-0.562,3.625,-1.937,-0.029,0.175,-1.019
up,1,80,0.687,0.312,-0.500,-0.020,0.176,-1.008
up,1,100,-6.250,1.125,1.000,-0.014,0.181,-1.002
up,1,120,-17.125,-0.562,1.875,0.008,0.192,-0.999
up,1,140,-26.937,-9.625,4.062,0.058,0.242,-1.033
up,1,160,-45.188,-16.187,13.563,0.031,0.291,-1.165
up,1,180,-69.938,-17.937,31.562,-0.083,0.353,-1.349
up,1,200,-77.438,-41.500,28.875,-0.218,0.390,-1.574
up,1,220,-64.063,-69.625,9.688,-0.369,0.444,-1.894
up,1,240,-30.500,-57.563,-5.562,-0.489,0.505,-2.157
up,1,260,8.563,-26.125,-16.250,-0.479,0.576,-2.152
up,1,280,38.063,-22.437,-20.250,-0.452,0.625,-2.083
up,1,300,67.000,-18.062,-34.500,-0.368,0.600,-2.022
up,1,320,102.000,-12.063,-46.500,-0.227,0.594,-1.871
up,1,340,109.125,15.375,-37.813,-0.101,0.547,-1.684
up,1,360,101.563,20.750,-18.000,0.042,0.463,-1.431
up,1,380,79.688,38.313,12.750,0.094,0.374,-1.157
up,1,400,53.625,34.125,26.625,0.035,0.190,-1.011
up,1,420,49.500,12.188,7.187,0.047,0.100,-0.909
up,1,440,60.625,-7.500,-10.625,0.109,0.152,-0.790
up,1,460,45.563,18.500,7.625,0.122,0.121,-0.666
up,1,480,19.437,52.438,45.125,0.063,-0.025,-0.516
up,1,500,30.500,51.188,50.625,-0.031,-0.091,-0.334
up,1,520,42.063,56.188,15.000,-0.075,-0.097,-0.180
up,1,540,36.500,61.125,-33.688,-0.084,-0.086,-0.062
up,1,560,35.938,40.063,-58.063,-0.009,-0.041,-0.029
up,1,580,21.187,43.125,-58.438,0.091,-0.018,-0.076
up,1,600,1.687,63.375,-54.188,0.080,-0.122,-0.163
up,1,620,15.063,41.000,-66.938,0.059,-0.139,-0.172
up,1,640,21.750,7.062,-85.625,0.078,-0.129,-0.241
up,1,660,7.750,-10.375,-89.563,0.098,-0.153,-0.384
up,1,680,-5.750,-19.625,-78.063,0.075,-0.178,-0.531
up,1,700,-10.813,-6.875,-70.563,0.053,-0.167,-0.613
up,1,720,-9.000,-1.062,-68.000,0.035,-0.082,-0.579
up,1,740,-10.438,-7.625,-65.438,0.073,-0.065,-0.606
up,1,760,-25.250,10.563,-50.625,0.080,-0.059,-0.647
up,1,780,-44.188,26.500,-28.500,0.108,-0.001,-0.578
up,1,800,-65.750,35.000,-15.188,0.110,0.049,-0.517
up,1,820,-63.875,25.500,-15.813,0.088,0.056,-0.467
up,1,840,-49.125,-1.062,-22.937,0.075,0.072,-0.451
up,1,860,-50.125,-14.500,-30.812,0.062,0.104,-0.546
up,1,880,-74.750,-4.375,-8.625,0.056,0.110,-0.574
up,1,900,-90.625,-17.187,36.063,0.116,0.148,-0.454
up,1,920,-107.875,-20.500,76.938,0.128,0.163,-0.378
up,1,940,-127.625,4.375,97.625,0.052,0.092,-0.364
up,1,960,-120.688,5.125,82.000,-0.002,-0.055,-0.341
up,1,980,-69.438,-62.000,41.875,0.019,-0.144,-0.376
up,1,1000,-22.187,-97.438,18.375,0.100,-0.146,-0.470
up,1,1020,-7.937,-87.125,-18.750,-0.002,0.056,-0.607
up,1,1040,-10.938,-96.125,-45.875,0.047,0.140,-0.812
up,1,1060,-30.312,-113.938,-28.875,0.035,0.345,-1.039
up,1,1080,-136.187,-56.438,-32.313,-0.422,0.721,-1.522
up,1,1100,-177.125,-64.375,-62.813,-0.598,0.878,-2.042
up,1,1120,-164.437,-52.000,-3.438,-0.407,1.162,-2.375
up,1,1140,-161.125,5.375,21.875,-0.365,1.254,-2.445
up,1,1160,-88.688,44.000,21.812,-0.300,1.120,-2.307
up,1,1180,32.875,67.438,-10.750,-0.292,0.920,-1.975
up,1,1200,103.313,65.625,-18.312,-0.225,0.979,-1.550
up,1,1220,90.313,57.688,-10.875,-0.093,1.040,-1.225
up,1,1240,46.375,38.313,8.625,-0.046,0.951,-1.078
up,1,1260,34.875,14.125,28.625,-0.062,0.750,-1.067
up,1,1280,64.625,17.875,17.375,-0.019,0.583,-1.129
up,1,1300,82.625,27.125,16.125,0.043,0.521,-1.019
up,1,1320,74.688,27.812,34.000,0.020,0.477,-0.879
up,1,1340,57.313,12.563,47.875,-0.021,0.383,-0.824
up,1,1360,46.875,-18.375,57.500,-0.001,0.294,-0.824
up,1,1380,39.938,3.313,25.312,-0.076,0.139,-0.993
up,1,1400,40.000,33.875,-9.313,-0.076,0.124,-1.035
up,1,1420,53.188,16.437,-10.813,-0.002,0.226,-0.940
up,1,1440,32.375,19.812,0.687,0.022,0.243,-0.874
up,1,1460,-4.375,24.125,10.750,0.005,0.212,-0.857
up,1,1480,-6.062,-3.625,17.000,0.071,0.229,-0.874
up,1,1500,2.375,-18.187,15.563,0.092,0.214,-0.963
up,1,1520,1.812,-2.125,0.125,0.053,0.218,-1.006
up,1,1540,4.125,-11.188,2.000,0.069,0.276,-0.979
up,1,1560,5.750,-29.062,17.562,0.052,0.330,-1.017
up,1,1580,11.688,-34.563,38.625,0.047,0.310,-1.090
up,1,1600,9.813,1.500,21.437,-0.037,0.237,-1.117
up,1,1620,11.563,2.000,14.063,-0.065,0.245,-1.054
up,1,1640,21.875,-10.063,6.562,-0.078,0.227,-1.047
up,1,1660,12.000,-8.500,-5.875,-0.068,0.221,-1.015
up,1,1680,-3.688,-6.937,-11.750,-0.048,0.218,-1.001
up,1,1700,-11.875,-2.250,-18.500,-0.060,0.216,-1.003
up,1,1720,-20.750,-1.812,-24.375,-0.086,0.246,-1.003
up,1,1740,-18.187,-15.750,-28.437,-0.070,0.283,-1.021
up,1,1760,-0.812,-27.250,-16.187,0.000,0.318,-1.050
up,1,1780,-2.063,-13.563,-8.625,-0.019,0.316,-1.054
up,1,1800,-12.125,2.688,-4.875,-0.012,0.304,-1.033
up,1,1820,-5.437,-2.313,2.625,0.007,0.317,-1.052
up,1,1840,5.250,3.000,0.750,-0.058,0.302,-1.059
up,1,1860,19.062,-3.188,-4.562,-0.080,0.346,-1.048
up,1,1880,48.625,-22.125,-6.500,-0.026,0.347,-1.048
up,1,1900,47.000,-7.562,-6.000,-0.064,0.343,-0.999
up,1,1920,29.687,1.062,6.437,-0.080,0.288,-0.942
up,1,1940,21.562,5.312,4.812,-0.102,0.192,-0.923
up,1,1960,19.062,-4.437,-0.625,-0.143,0.222,-0.926
up,1,1980,33.938,-24.250,10.250,-0.082,0.182,-0.991
up,1,2000,30.625,0.375,8.125,-0.084,0.132,-1.012
up,2,1,12.438,-38.125,-2.063,-0.057,0.298,-1.009
up,2,20,9.688,-35.188,-11.563,-0.076,0.282,-1.001
up,2,40,6.625,-33.500,-12.688,-0.049,0.295,-0.996
up,2,60,0.875,-27.312,-7.562,0.001,0.298,-1.001
up,2,80,-4.562,-15.875,1.062,0.028,0.307,-0.999
up,2,100,-7.625,-12.500,8.688,0.020,0.302,-1.007
up,2,120,-11.688,-17.250,12.438,0.015,0.319,-1.099
up,2,140,-15.563,-14.688,13.375,-0.004,0.335,-1.227
up,2,160,-22.687,-19.937,17.437,-0.028,0.386,-1.328
up,2,180,-26.125,-39.750,21.500,-0.077,0.485,-1.498
up,2,200,-12.000,-49.063,22.312,-0.125,0.544,-1.687
up,2,220,13.875,-51.250,14.688,-0.152,0.548,-1.771
up,2,240,39.625,-58.375,-0.625,-0.228,0.514,-1.778
up,2,260,61.000,-54.250,-30.437,-0.310,0.478,-1.760
up,2,280,65.500,-45.813,-48.000,-0.316,0.422,-1.686
up,2,300,55.188,-20.687,-48.813,-0.231,0.325,-1.625
up,2,320,54.688,27.437,-45.563,-0.165,0.303,-1.513
up,2,340,82.188,34.313,-35.563,-0.131,0.371,-1.484
up,2,360,128.937,23.000,-15.375,-0.094,0.254,-1.545
up,2,380,163.750,78.375,12.313,-0.048,0.146,-1.301
up,2,400,189.750,88.813,29.937,-0.099,0.148,-0.918
up,2,420,180.437,58.063,35.500,-0.058,0.025,-0.685
up,2,440,148.125,52.750,38.000,-0.071,-0.056,-0.473
up,2,460,97.250,50.750,27.312,-0.050,-0.036,-0.312
up,2,480,48.500,58.250,16.000,0.003,-0.062,-0.307
up,2,500,22.375,49.500,24.750,0.014,-0.113,-0.349
up,2,520,6.625,29.562,39.938,0.003,-0.198,-0.437
up,2,540,11.250,38.375,8.063,-0.032,-0.151,-0.469
up,2,560,23.062,41.375,-41.250,-0.012,-0.091,-0.438
up,2,580,31.500,24.687,-68.250,0.031,-0.070,-0.405
up,2,600,41.438,2.313,-65.625,0.100,-0.009,-0.383
up,2,620,34.063,-6.375,-64.313,0.141,-0.034,-0.391
up,2,640,19.250,0.312,-65.188,0.187,-0.026,-0.379
up,2,660,3.875,3.313,-60.250,0.250,-0.030,-0.370
up,2,680,-15.625,-4.000,-38.438,0.232,-0.077,-0.390
up,2,700,-33.063,-13.688,-14.313,0.134,-0.100,-0.446
up,2,720,-47.938,-16.062,-12.063,0.038,-0.128,-0.541
up,2,740,-43.875,-15.563,-25.312,0.006,-0.123,-0.593
up,2,760,-27.562,-8.438,-40.938,0.021,-0.079,-0.595
up,2,780,-11.063,-2.688,-53.313,0.070,-0.006,-0.536
up,2,800,-0.750,-7.062,-54.875,0.044,0.101,-0.492
up,2,820,-15.063,-18.187,-24.375,0.051,0.116,-0.494
up,2,840,-29.125,-7.312,24.562,0.071,0.088,-0.501
up,2,860,-45.938,4.250,55.438,0.019,0.061,-0.505
up,2,880,-64.375,-3.000,66.750,-0.038,0.052,-0.564
up,2,900,-84.375,-5.875,70.625,0.024,-0.036,-0.677
up,2,920,-96.438,10.000,70.500,0.104,-0.211,-0.781
up,2,940,-94.125,17.875,57.250,0.039,-0.285,-0.854
up,2,960,-73.188,0.437,31.375,0.018,-0.161,-0.887
up,2,980,-41.750,-50.750,3.688,0.095,-0.015,-1.008
up,2,1000,-47.250,-35.688,12.500,0.264,-0.118,-1.103
up,2,1020,-71.813,-28.312,7.312,0.287,-0.142,-1.050
up,2,1040,-92.063,-48.438,0.187,0.175,0.005,-1.124
up,2,1060,-93.125,-29.750,6.000,0.197,0.044,-1.181
up,2,1080,-62.438,5.437,25.250,0.127,0.032,-1.104
up,2,1100,-26.062,5.000,35.875,0.006,0.047,-0.942
up,2,1120,-30.812,-4.562,13.563,-0.052,0.090,-0.768
up,2,1140,-68.188,-11.688,3.563,-0.114,0.219,-0.780
up,2,1160,-113.250,-11.750,-47.875,-0.335,0.410,-1.163
up,2,1180,-131.687,-13.938,-91.250,-0.326,0.609,-1.539
up,2,1200,-95.563,-11.250,-52.750,-0.058,0.730,-1.795
up,2,1220,-71.063,26.875,-10.438,-0.047,0.706,-1.788
up,2,1240,-91.438,72.813,13.063,-0.181,0.640,-1.690
up,2,1260,-80.688,57.188,6.875,-0.040,0.474,-1.558
up,2,1280,-46.938,7.000,-8.063,-0.066,0.420,-1.516
up,2,1300,-23.375,-31.687,-32.813,-0.170,0.505,-1.530
up,2,1320,-4.187,-42.813,-51.500,-0.208,0.618,-1.521
up,2,1340,15.750,-39.938,-49.313,-0.103,0.637,-1.454
up,2,1360,29.812,-26.437,-26.875,-0.020,0.663,-1.341
up,2,1380,29.812,8.438,-19.437,0.036,0.637,-1.191
up,2,1400,33.375,25.187,-1.062,0.093,0.586,-1.042
up,2,1420,33.500,28.062,11.438,0.091,0.534,-0.933
up,2,1440,29.000,31.250,18.125,0.070,0.459,-0.856
up,2,1460,24.937,29.437,16.375,0.026,0.412,-0.812
up,2,1480,19.500,20.750,13.125,0.019,0.366,-0.798
up,2,1500,11.563,16.875,9.938,0.028,0.326,-0.808
up,2,1520,2.375,14.875,7.312,0.020,0.308,-0.834
up,2,1540,-3.875,16.875,2.938,-0.012,0.292,-0.892
up,2,1560,-7.125,19.000,0.125,-0.022,0.278,-0.914
up,2,1580,-4.875,14.125,-4.312,-0.032,0.286,-0.936
up,2,1600,1.062,5.312,-10.188,-0.010,0.300,-0.958
up,2,1620,-2.375,4.500,-14.313,0.011,0.311,-0.976
up,2,1640,-7.187,6.437,-15.438,0.036,0.316,-0.991
up,2,1660,-6.500,5.687,-15.000,0.063,0.335,-1.002
up,2,1680,-3.438,4.937,-14.938,0.065,0.363,-1.002
up,2,1700,-1.437,1.250,-17.375,0.083,0.389,-1.001
up,2,1720,0.187,-1.812,-17.812,0.109,0.395,-1.003
up,2,1740,1.937,-1.937,-14.438,0.117,0.416,-0.980
up,2,1760,1.562,-6.062,-8.063,0.102,0.442,-0.975
up,2,1780,-1.375,-5.187,-0.750,0.097,0.438,-0.997
up,2,1800,-0.500,1.437,6.687,0.085,0.426,-1.002
up,2,1820,0.687,3.375,11.375,0.067,0.402,-0.960
up,2,1840,-1.250,-0.562,12.500,0.035,0.389,-0.950
up,2,1860,-4.500,-2.375,11.813,0.011,0.379,-0.980
up,2,1880,-3.813,-1.187,11.000,0.012,0.358,-0.994
up,2,1900,-1.500,0.500,9.250,0.008,0.353,-0.983
up,2,1920,1.812,0.562,6.125,0.011,0.345,-0.990
up,2,1940,3.188,2.500,3.438,0.012,0.345,-0.966
up,2,1960,2.063,0.000,1.187,0.014,0.346,-0.956
up,2,1980,0.250,-0.750,0.125,0.021,0.349,-0.971
up,2,2000,-1.250,1.312,-0.312,0.029,0.345,-0.984
up,3,1,-1.375,-0.500,1.812,0.011,0.361,-0.997
up,3,21,-1.062,1.687,1.375,0.013,0.354,-1.005
up,3,40,-0.187,2.063,0.312,0.015,0.352,-0.995
up,3,60,0.187,0.625,-0.375,0.017,0.354,-0.986
up,3,80,0.062,0.812,-0.937,0.021,0.359,-0.986
up,3,100,-0.812,0.375,-1.500,0.023,0.354,-0.980
up,3,120,0.000,-1.875,-2.500,0.034,0.346,-0.986
up,3,140,2.250,-4.625,-3.125,0.042,0.349,-0.977
up,3,160,1.375,-9.625,-4.500,0.056,0.338,-0.977
up,3,180,2.750,-15.750,-8.125,0.086,0.322,-0.995
up,3,200,6.625,-32.563,-8.250,0.112,0.322,-0.970
up,3,220,-3.188,-56.125,-6.312,0.056,0.369,-1.042
up,3,240,-18.875,-73.000,1.125,-0.070,0.470,-1.236
up,3,260,-26.125,-78.500,12.563,-0.295,0.551,-1.527
up,3,280,-23.125,-61.438,14.813,-0.482,0.567,-1.789
up,3,300,6.500,-46.063,0.562,-0.556,0.583,-1.891
up,3,320,40.938,-39.000,-21.250,-0.560,0.584,-1.857
up,3,340,68.813,-40.250,-47.938,-0.501,0.591,-1.789
up,3,360,78.125,-30.437,-61.938,-0.409,0.578,-1.729
up,3,380,76.000,-6.937,-58.438,-0.277,0.550,-1.605
up,3,400,70.500,14.563,-39.750,-0.144,0.501,-1.481
up,3,420,59.938,33.688,-13.188,-0.099,0.432,-1.358
up,3,440,40.125,36.938,3.625,-0.042,0.333,-1.280
up,3,460,21.500,27.875,16.937,0.023,0.235,-1.226
up,3,480,2.000,30.687,28.125,0.060,0.166,-1.125
up,3,500,-15.000,32.688,28.562,-0.022,0.210,-1.003
up,3,520,-8.813,17.000,37.313,0.006,0.272,-0.967
up,3,540,-8.313,47.063,72.938,0.076,0.191,-0.942
up,3,560,-15.250,121.313,110.188,0.003,0.062,-0.762
up,3,580,17.812,122.875,82.688,-0.102,0.057,-0.464
up,3,600,46.875,59.313,25.187,-0.054,0.099,-0.329
up,3,620,62.625,31.437,-24.062,0.060,0.168,-0.314
up,3,640,69.938,25.625,-58.938,0.085,0.267,-0.260
up,3,660,54.188,12.250,-68.000,0.091,0.274,-0.324
up,3,680,33.438,23.062,-41.500,0.133,0.233,-0.480
up,3,700,38.313,54.188,-18.687,0.140,0.117,-0.492
up,3,720,47.438,36.313,-23.687,0.105,0.043,-0.415
up,3,740,34.563,20.000,-33.000,0.135,-0.040,-0.451
up,3,760,19.875,14.750,-35.688,0.132,-0.040,-0.489
up,3,780,-7.125,15.500,-31.125,-0.003,-0.122,-0.666
up,3,800,-5.125,6.937,-47.875,-0.045,-0.143,-0.739
up,3,820,9.063,-24.000,-65.625,-0.010,-0.077,-0.773
up,3,840,5.250,-24.062,-66.500,0.004,-0.032,-0.855
up,3,860,-0.750,-11.875,-54.500,0.001,-0.014,-0.875
up,3,880,-1.812,-2.688,-42.813,0.053,0.027,-0.807
up,3,900,-2.250,-1.000,-34.625,0.118,0.067,-0.716
up,3,920,-9.688,-2.250,-25.250,0.215,0.043,-0.635
up,3,940,-17.250,-2.938,-19.000,0.223,0.074,-0.559
up,3,960,-35.688,-7.125,-4.437,0.136,0.104,-0.611
up,3,980,-51.813,2.188,10.563,0.106,0.035,-0.641
up,3,1000,-43.688,3.500,4.187,0.067,0.088,-0.558
up,3,1020,-34.500,-28.562,3.063,-0.046,0.231,-0.603
up,3,1040,-61.438,-40.500,39.750,-0.063,0.129,-0.771
up,3,1060,-69.000,1.437,55.313,-0.043,0.071,-0.810
up,3,1080,-28.750,16.125,15.188,-0.061,0.171,-0.675
up,3,1100,15.250,-26.875,-24.750,0.015,0.273,-0.589
up,3,1120,24.187,-64.938,-26.437,0.125,0.317,-0.611
up,3,1140,5.375,-46.375,-6.375,0.099,0.440,-0.712
up,3,1160,-36.188,6.625,24.125,0.068,0.379,-0.843
up,3,1180,-37.188,23.125,46.688,0.175,0.131,-0.843
up,3,1200,-2.750,-3.125,38.688,0.114,0.049,-0.657
up,3,1220,4.187,-32.375,-3.625,-0.065,0.212,-0.644
up,3,1240,-6.687,-55.313,-35.063,0.038,0.274,-0.759
up,3,1260,-20.312,-42.938,-7.312,0.208,0.248,-0.849
up,3,1280,-55.313,-15.688,23.500,0.168,0.217,-0.875
up,3,1300,-103.313,-4.312,32.250,0.015,0.265,-0.903
up,3,1320,-127.813,-30.375,30.500,-0.109,0.366,-1.103
up,3,1340,-127.563,-37.188,3.000,-0.100,0.436,-1.345
up,3,1360,-101.563,-47.625,-19.250,-0.084,0.564,-1.651
up,3,1380,-70.500,-23.375,16.437,-0.004,0.574,-1.800
up,3,1400,-64.063,29.812,52.000,-0.149,0.616,-1.667
up,3,1420,-83.000,28.437,45.313,-0.380,0.705,-1.669
up,3,1440,-60.563,23.750,4.687,-0.342,0.625,-1.776
up,3,1460,-0.875,15.500,-22.750,-0.111,0.674,-1.564
up,3,1480,15.438,-3.625,-19.312,-0.009,0.745,-1.344
up,3,1500,-7.625,1.312,0.375,-0.075,0.771,-1.265
up,3,1520,-21.812,0.875,5.250,-0.142,0.743,-1.322
up,3,1540,-1.750,1.437,-10.500,-0.147,0.675,-1.361
up,3,1560,37.563,-0.687,-23.750,-0.083,0.638,-1.282
up,3,1580,51.625,3.750,-16.000,-0.008,0.657,-1.122
up,3,1600,41.375,16.000,2.250,0.013,0.628,-1.004
up,3,1620,26.875,22.000,15.813,-0.005,0.562,-0.934
up,3,1640,19.875,20.625,18.937,-0.038,0.480,-0.933
up,3,1660,32.250,15.188,7.750,-0.040,0.404,-0.916
up,3,1680,49.688,-8.125,-7.062,-0.025,0.374,-0.871
up,3,1700,47.750,-23.000,-10.438,-0.020,0.384,-0.860
up,3,1720,24.500,-14.125,-4.562,-0.040,0.389,-0.878
up,3,1740,4.625,0.687,-1.125,-0.056,0.354,-0.893
up,3,1760,0.000,1.500,-4.312,-0.071,0.325,-0.915
up,3,1780,0.000,2.250,-9.500,-0.079,0.347,-0.953
up,3,1800,1.250,5.000,-9.438,-0.062,0.361,-0.958
up,3,1820,0.312,8.250,-9.750,-0.048,0.365,-0.936
up,3,1840,-0.937,6.187,-10.000,-0.035,0.364,-0.920
up,3,1860,-6.062,4.062,-8.938,-0.032,0.375,-0.926
up,3,1880,-9.500,5.000,-8.250,-0.019,0.380,-0.941
up,3,1900,-11.000,4.375,-7.875,-0.022,0.388,-0.947
up,3,1920,-5.500,1.812,-9.000,0.005,0.396,-0.971
up,3,1940,-0.687,-0.750,-5.250,0.004,0.416,-0.961
up,3,1960,-2.750,-0.937,-3.875,-0.003,0.418,-0.960
up,3,1980,-3.063,-0.687,-3.188,-0.005,0.414,-0.965
up,3,2000,-5.500,-1.625,-3.938,-0.025,0.425,-0.970
up,4,1,-0.187,0.812,-0.187,-0.058,0.365,-0.975
up,4,21,-0.062,0.062,-0.312,-0.057,0.364,-0.977
up,4,40,1.312,-0.562,-1.000,-0.059,0.361,-0.988
up,4,60,2.250,-0.875,-2.063,-0.066,0.365,-0.986
up,4,80,1.562,-1.562,-2.625,-0.065,0.374,-0.991
up,4,100,0.187,0.187,-1.375,-0.059,0.379,-0.999
up,4,120,1.000,1.562,-0.250,-0.059,0.376,-1.004
up,4,140,3.063,0.250,0.187,-0.059,0.373,-1.003
up,4,160,3.188,-2.313,0.375,-0.062,0.373,-0.994
up,4,180,1.000,-5.125,0.500,-0.060,0.383,-0.995
up,4,200,0.562,-12.438,0.812,-0.087,0.389,-1.042
up,4,220,10.063,-25.937,-5.687,-0.165,0.399,-1.135
up,4,240,18.750,-45.438,-16.312,-0.245,0.455,-1.275
up,4,260,22.750,-54.938,-25.500,-0.290,0.494,-1.425
up,4,280,28.062,-51.500,-28.812,-0.348,0.511,-1.573
up,4,300,35.188,-47.125,-27.187,-0.418,0.500,-1.681
up,4,320,41.688,-36.750,-23.937,-0.449,0.469,-1.713
up,4,340,42.813,-26.750,-18.812,-0.442,0.417,-1.691
up,4,360,34.938,-9.750,-14.188,-0.440,0.383,-1.658
up,4,380,14.000,10.313,1.687,-0.365,0.372,-1.587
up,4,400,-1.312,23.937,23.000,-0.293,0.342,-1.509
up,4,420,-4.625,28.687,42.688,-0.278,0.322,-1.416
up,4,440,7.625,19.187,43.563,-0.242,0.286,-1.308
up,4,460,25.562,0.625,37.063,-0.187,0.249,-1.212
up,4,480,35.313,9.688,30.000,-0.134,0.234,-1.130
up,4,500,41.938,33.625,20.812,-0.115,0.234,-1.001
up,4,520,46.563,46.563,8.875,-0.092,0.248,-0.891
up,4,540,43.938,58.688,1.625,-0.052,0.240,-0.834
up,4,560,39.875,76.188,-1.250,0.024,0.160,-0.748
up,4,580,45.000,80.688,-12.375,0.029,0.179,-0.618
up,4,600,54.688,79.750,-40.500,0.023,0.170,-0.573
up,4,620,66.688,76.250,-71.938,0.077,0.181,-0.541
up,4,640,78.188,79.438,-113.875,0.071,0.149,-0.574
up,4,660,96.000,87.125,-143.875,0.065,0.186,-0.536
up,4,680,81.063,78.063,-120.688,0.094,0.239,-0.505
up,4,700,48.188,75.563,-71.500,0.114,0.122,-0.552
up,4,720,36.750,84.250,-50.500,0.088,0.062,-0.554
up,4,740,32.625,72.125,-55.375,0.107,0.129,-0.524
up,4,760,14.938,46.688,-30.312,0.194,0.106,-0.595
up,4,780,-0.625,41.625,22.437,0.226,0.019,-0.691
up,4,800,-9.813,62.938,31.187,0.172,-0.050,-0.699
up,4,820,6.062,38.750,-5.937,0.211,-0.044,-0.687
up,4,840,10.625,1.125,-12.000,0.271,-0.042,-0.750
up,4,860,-3.375,5.562,-1.750,0.244,-0.067,-0.837
up,4,880,-4.375,18.500,-15.750,0.234,-0.078,-0.842
up,4,900,2.938,4.312,-34.813,0.262,-0.011,-0.838
up,4,920,-0.625,-1.875,-29.875,0.289,-0.020,-0.856
up,4,940,-6.312,9.813,-25.000,0.265,-0.034,-0.802
up,4,960,-15.750,2.313,-28.000,0.269,0.015,-0.810
up,4,980,-18.312,-3.188,-21.062,0.280,-0.006,-0.864
up,4,1000,-3.813,-9.063,-9.313,0.312,0.020,-0.833
up,4,1020,3.625,-12.688,6.062,0.315,0.043,-0.798
up,4,1040,-0.750,-6.750,26.875,0.293,0.010,-0.765
up,4,1060,-6.750,-2.438,30.562,0.252,0.010,-0.667
up,4,1080,-14.563,-11.875,28.812,0.211,0.043,-0.608
up,4,1100,-18.812,-14.375,17.750,0.219,0.037,-0.612
up,4,1120,-22.312,-19.625,18.562,0.196,0.093,-0.598
up,4,1140,-39.938,-28.500,43.813,0.149,0.036,-0.652
up,4,1160,-38.250,-31.875,46.875,0.038,-0.071,-0.701
up,4,1180,-6.187,-50.375,-4.750,-0.086,-0.084,-0.685
up,4,1200,40.750,-79.500,-76.813,-0.115,0.016,-0.712
up,4,1220,42.188,-89.438,-94.063,-0.042,0.091,-0.838
up,4,1240,6.312,-61.500,-40.125,0.084,-0.020,-0.935
up,4,1260,-2.625,-7.750,-7.250,0.015,0.009,-0.893
up,4,1280,15.938,14.438,-14.250,-0.058,0.122,-0.763
up,4,1300,26.500,-11.188,-23.687,0.002,0.133,-0.730
up,4,1320,19.750,-25.625,-7.625,0.210,0.041,-0.736
up,4,1340,18.250,-3.000,24.687,0.222,0.007,-0.748
up,4,1360,5.875,17.562,50.438,0.112,0.062,-0.670
up,4,1380,-8.000,-5.125,42.063,0.066,0.077,-0.740
up,4,1400,-16.875,-11.625,35.813,0.113,0.012,-0.824
up,4,1420,-12.938,-34.313,45.813,0.167,-0.038,-0.803
up,4,1440,-56.000,-26.437,54.438,0.041,0.069,-0.991
up,4,1460,-100.125,-11.313,37.750,0.044,0.085,-1.243
up,4,1480,-100.313,-4.187,42.063,0.113,0.013,-1.322
up,4,1500,-66.375,-18.875,27.312,0.211,0.055,-1.265
up,4,1520,-39.250,-67.000,18.000,0.145,0.106,-1.289
up,4,1540,-56.000,-71.688,23.437,0.043,0.194,-1.412
up,4,1560,-79.813,-59.000,23.125,-0.120,0.283,-1.611
up,4,1580,-77.250,-23.187,21.312,-0.108,0.287,-1.767
up,4,1600,-32.188,-7.625,33.563,0.043,0.213,-1.593
up,4,1620,-2.438,-10.250,48.375,0.029,0.234,-1.373
up,4,1640,-10.438,-19.500,46.063,-0.184,0.292,-1.323
up,4,1660,-41.063,-13.750,48.563,-0.235,0.291,-1.421
up,4,1680,-41.563,4.500,22.937,-0.151,0.310,-1.419
up,4,1700,-19.062,1.937,19.562,-0.097,0.337,-1.379
up,4,1720,6.562,-12.438,13.563,-0.166,0.343,-1.366
up,4,1740,16.875,-8.813,10.063,-0.140,0.323,-1.285
up,4,1760,17.375,-5.937,13.563,-0.091,0.314,-1.182
up,4,1780,7.687,0.125,17.875,-0.074,0.292,-1.122
up,4,1800,-0.562,5.625,23.625,-0.092,0.268,-1.097
up,4,1820,-2.125,7.000,19.125,-0.096,0.247,-1.061
up,4,1840,1.937,1.187,9.875,-0.091,0.236,-1.027
up,4,1860,7.250,-9.125,-2.688,-0.099,0.241,-1.020
up,4,1880,7.250,-9.750,-12.500,-0.080,0.262,-1.009
up,4,1900,7.250,-7.562,-10.125,-0.043,0.278,-1.002
up,4,1920,8.438,-4.062,-3.250,-0.038,0.277,-1.003
up,4,1940,4.875,-1.062,1.000,-0.067,0.267,-0.996
up,4,1960,2.313,0.937,-0.562,-0.066,0.257,-0.999
up,4,1980,4.687,2.375,-3.250,-0.065,0.254,-1.000
up,4,2000,8.563,1.750,-2.188,-0.067,0.251,-0.984
up,5,1,-0.187,-0.562,-1.937,-0.061,0.198,-1.000
up,5,21,0.500,-0.312,-1.625,-0.058,0.198,-1.007
up,5,40,0.875,0.125,-0.625,-0.064,0.198,-1.013
up,5,60,1.250,0.000,-1.000,-0.078,0.195,-1.022
up,5,80,2.625,-0.875,-3.813,-0.079,0.197,-1.029
up,5,100,3.000,-1.250,-5.312,-0.069,0.204,-1.028
up,5,120,1.750,-0.312,-3.313,-0.058,0.213,-1.032
up,5,140,1.250,2.563,-0.250,-0.062,0.211,-1.044
up,5,160,3.563,1.062,0.125,-0.066,0.209,-1.041
up,5,180,4.437,-3.500,-0.875,-0.066,0.207,-1.042
