gesture,rep,t_ms,gx,gy,gz,ax,ay,az
front,1,1,0.187,3.000,2.500,0.059,0.392,-0.965
front,1,21,1.375,3.500,2.063,0.056,0.388,-0.981
front,1,40,4.250,2.938,-0.187,0.059,0.392,-0.969
front,1,60,3.188,3.063,-1.875,0.056,0.392,-0.958
front,1,80,3.625,1.500,-2.875,0.056,0.393,-0.969
front,1,100,5.125,-1.062,-2.125,0.072,0.409,-0.967
front,1,120,1.812,-0.375,1.437,0.077,0.417,-0.965
front,1,140,0.500,1.875,3.563,0.074,0.405,-0.970
front,1,160,5.187,-1.687,3.625,0.073,0.401,-0.956
front,1,180,4.125,-4.500,3.563,0.077,0.413,-0.941
front,1,200,0.125,-4.125,2.750,0.078,0.413,-0.950
front,1,220,0.375,-4.937,1.000,0.085,0.414,-0.963
front,1,240,4.500,-4.250,-0.750,0.069,0.428,-0.948
front,1,260,4.312,-8.438,0.687,0.068,0.465,-0.938
front,1,280,-0.687,-9.625,7.250,0.079,0.461,-0.977
front,1,300,-2.375,-1.187,16.062,0.056,0.419,-1.009
front,1,320,3.813,4.875,22.312,0.030,0.373,-1.004
front,1,340,11.938,11.500,25.437,-0.021,0.301,-0.994
front,1,360,23.125,15.188,13.313,-0.033,0.216,-0.934
front,1,380,39.063,-16.562,-11.813,0.034,0.177,-0.901
front,1,400,21.375,-43.063,-15.938,0.017,0.159,-1.065
front,1,420,-18.250,-39.438,6.875,-0.086,0.058,-1.301
front,1,440,-49.750,-28.062,26.500,-0.112,-0.208,-1.526
front,1,460,-53.500,-23.187,23.875,-0.133,-0.479,-1.679
front,1,480,-35.813,-12.000,-1.562,-0.165,-0.686,-1.722
front,1,500,-0.687,-12.000,-44.063,-0.190,-0.698,-1.613
front,1,520,15.375,-28.562,-83.625,-0.175,-0.526,-1.410
front,1,540,-10.375,-28.250,-97.000,-0.101,-0.314,-1.249
front,1,560,-29.187,-14.688,-102.375,-0.072,-0.205,-1.167
front,1,580,-7.000,-36.625,-94.188,0.000,-0.009,-1.064
front,1,600,4.125,-36.750,-52.438,0.064,0.215,-1.013
front,1,620,-2.750,18.687,-1.437,0.004,0.353,-0.830
front,1,640,12.188,21.625,40.750,-0.094,0.413,-0.673
front,1,660,31.250,19.750,65.688,-0.186,0.490,-0.547
front,1,680,28.562,24.000,73.063,-0.259,0.688,-0.362
front,1,700,7.625,22.687,63.938,-0.288,0.810,-0.294
front,1,720,16.812,14.625,62.813,-0.190,0.888,-0.347
front,1,740,20.687,7.437,44.313,-0.164,0.959,-0.299
front,1,760,-16.125,19.937,-3.938,-0.095,1.019,-0.372
front,1,780,-51.563,37.000,-40.813,0.031,0.970,-0.530
front,1,800,-49.813,35.063,-77.563,0.069,0.861,-0.664
front,1,820,-42.250,-20.437,-103.375,0.168,0.988,-0.810
front,1,840,-49.313,-56.250,-78.125,0.324,1.070,-1.144
front,1,860,-33.125,-11.563,-44.938,0.261,0.937,-1.400
front,1,880,5.062,32.313,1.875,0.042,0.792,-1.303
front,1,900,20.687,37.688,14.813,-0.081,0.671,-1.082
front,1,920,23.750,3.750,11.063,-0.078,0.594,-0.951
front,1,940,13.875,-17.562,-0.750,-0.048,0.604,-0.870
front,1,960,-5.187,-32.938,-16.625,-0.049,0.659,-0.945
front,1,980,-6.687,-47.188,-34.375,-0.067,0.730,-1.061
front,1,1000,-14.750,-57.250,-35.938,-0.042,0.725,-1.083
front,1,1020,-27.250,-54.875,-33.938,-0.092,0.717,-1.084
front,1,1040,-40.063,-39.438,-47.938,-0.170,0.780,-1.025
front,1,1060,-57.875,-6.875,-54.688,-0.141,0.816,-0.915
front,1,1080,-64.125,19.875,-47.750,-0.125,0.933,-0.840
front,1,1100,-57.250,35.500,-18.375,-0.099,1.000,-0.844
front,1,1120,-54.188,49.563,5.562,-0.090,0.980,-0.724
front,1,1140,-40.875,37.250,34.500,-0.061,1.028,-0.625
front,1,1160,3.375,-2.063,77.625,-0.133,0.990,-0.665
front,1,1180,31.000,2.125,71.313,-0.160,0.828,-0.609
front,1,1200,44.563,-2.938,44.563,-0.234,0.712,-0.557
front,1,1220,48.813,-26.312,16.250,-0.274,0.681,-0.515
front,1,1240,42.438,-44.188,2.813,-0.195,0.564,-0.584
front,1,1260,46.000,-23.687,8.813,-0.177,0.462,-0.683
front,1,1280,53.438,-6.875,-1.937,-0.131,0.383,-0.676
front,1,1300,67.000,-4.000,-5.125,-0.067,0.280,-0.666
front,1,1320,68.688,-20.500,20.375,-0.100,0.226,-0.650
front,1,1340,60.688,-18.687,23.500,-0.138,0.130,-0.666
front,1,1360,37.375,-0.375,3.625,-0.177,0.029,-0.724
front,1,1380,21.375,-29.250,-0.625,-0.138,-0.056,-0.854
front,1,1400,18.750,-56.500,9.250,-0.121,-0.081,-1.014
front,1,1420,-5.750,-43.813,32.750,-0.167,-0.121,-1.246
front,1,1440,-21.875,-15.188,49.875,-0.168,-0.260,-1.378
front,1,1460,-14.063,-9.938,64.563,-0.200,-0.339,-1.465
front,1,1480,-20.937,17.625,66.625,-0.309,-0.379,-1.485
front,1,1500,-21.250,29.875,45.188,-0.389,-0.384,-1.455
front,1,1520,-3.563,5.250,34.125,-0.302,-0.268,-1.377
front,1,1540,14.125,0.250,-10.438,-0.306,-0.076,-1.256
front,1,1560,12.313,10.688,-39.188,-0.306,0.141,-1.158
front,1,1580,6.000,6.750,-57.688,-0.244,0.302,-1.105
front,1,1600,-4.500,2.563,-54.500,-0.166,0.440,-1.123
front,1,1620,-17.312,15.750,-41.188,-0.087,0.488,-1.088
front,1,1640,-13.375,17.875,-18.125,-0.053,0.494,-1.021
front,1,1660,-5.375,15.125,-4.687,-0.080,0.476,-0.996
front,1,1680,0.062,22.312,-1.875,-0.122,0.456,-0.972
front,1,1700,1.937,23.375,-2.563,-0.128,0.431,-0.933
front,1,1720,3.125,16.750,-4.000,-0.098,0.395,-0.901
front,1,1740,1.000,8.438,1.500,-0.074,0.402,-0.903
front,1,1760,-3.000,8.563,7.875,-0.083,0.391,-0.940
front,1,1780,3.625,8.875,8.063,-0.113,0.369,-0.964
front,1,1800,12.250,5.062,6.500,-0.123,0.366,-0.951
front,1,1820,11.563,2.688,4.937,-0.117,0.360,-0.926
front,1,1840,-4.250,4.437,7.250,-0.107,0.336,-0.905
front,1,1860,-18.750,4.312,10.125,-0.132,0.320,-0.930
front,1,1880,-17.937,4.875,1.312,-0.160,0.311,-0.983
front,1,1900,-0.687,1.875,-10.250,-0.145,0.333,-1.009
front,1,1920,8.625,0.875,-10.000,-0.104,0.361,-0.997
front,1,1940,4.625,4.875,-2.375,-0.093,0.355,-0.961
front,1,1960,-2.375,4.500,4.250,-0.111,0.357,-0.933
front,1,1980,-9.813,4.562,4.625,-0.122,0.357,-0.937
front,1,2000,-9.313,4.687,-15.813,-0.141,0.351,-0.976
front,2,0,2.188,2.625,-1.750,-0.094,0.307,-0.978
front,2,21,4.125,2.563,-4.625,-0.093,0.271,-1.002
front,2,40,8.625,0.375,-8.625,-0.094,0.242,-0.995
front,2,60,6.625,-3.250,-10.938,-0.092,0.231,-0.973
front,2,80,-4.062,-5.312,-10.125,-0.092,0.210,-0.998
front,2,100,-11.313,-4.125,-8.938,-0.092,0.158,-1.018
front,2,120,-15.000,-5.312,-9.063,-0.093,0.107,-1.034
front,2,140,-23.937,-7.437,-6.625,-0.097,0.016,-1.101
front,2,160,-51.938,-7.187,0.125,-0.057,-0.221,-1.253
front,2,180,-95.000,0.250,8.938,-0.038,-0.513,-1.450
front,2,200,-105.125,4.187,2.125,-0.199,-0.593,-1.643
front,2,220,-61.063,4.500,-48.438,-0.428,-0.396,-1.822
front,2,240,16.187,-17.250,-107.000,-0.392,-0.123,-1.844
front,2,260,67.688,-45.500,-104.188,-0.162,0.096,-1.682
front,2,280,57.125,-35.875,-51.000,0.005,0.165,-1.429
front,2,300,25.250,2.250,-0.187,-0.142,0.278,-1.237
front,2,320,16.750,35.688,15.063,-0.217,0.402,-1.032
front,2,340,24.125,30.500,32.500,-0.247,0.513,-0.835
front,2,360,12.000,43.688,51.063,-0.309,0.595,-0.628
front,2,380,10.813,58.000,64.750,-0.285,0.708,-0.462
front,2,400,11.000,83.813,66.000,-0.285,0.855,-0.306
front,2,420,-1.625,111.500,69.000,-0.128,1.003,-0.127
front,2,440,-21.562,136.375,78.375,-0.029,1.019,-0.099
front,2,460,-16.312,159.750,41.188,0.110,0.953,-0.084
front,2,480,-1.062,119.313,-4.500,0.263,0.921,-0.133
front,2,500,-12.125,57.688,-29.937,0.368,0.879,-0.289
front,2,520,-34.063,-17.187,-44.438,0.405,0.912,-0.545
front,2,540,-28.000,-87.500,-31.250,0.326,0.953,-0.965
front,2,560,-4.187,-66.250,-7.562,0.128,0.766,-1.223
front,2,580,3.313,-6.250,17.187,-0.031,0.629,-1.146
front,2,600,-3.500,15.063,15.500,-0.120,0.581,-1.023
front,2,620,-9.875,-0.812,-3.438,-0.062,0.586,-0.958
front,2,640,-21.687,-2.688,-22.625,0.011,0.616,-0.910
front,2,660,-26.562,-22.625,-39.813,0.084,0.744,-0.933
front,2,680,-17.875,-55.563,-34.938,0.173,0.808,-0.951
front,2,700,-14.688,-73.563,-29.062,0.139,0.752,-0.960
front,2,720,-14.875,-85.313,-40.313,0.007,0.729,-0.950
front,2,740,-30.312,-88.125,-52.063,-0.086,0.792,-0.984
front,2,760,-35.500,-58.500,-63.250,-0.150,0.852,-0.979
front,2,780,-46.000,-20.937,-54.125,-0.083,0.924,-0.838
front,2,800,-47.250,-5.250,-6.875,-0.006,0.943,-0.809
front,2,820,-17.250,7.250,30.875,-0.131,0.920,-0.818
front,2,840,-1.000,22.187,33.500,-0.244,0.933,-0.732
front,2,860,-6.750,16.250,24.750,-0.252,0.883,-0.617
front,2,880,-10.813,3.688,15.688,-0.196,0.830,-0.633
front,2,900,16.937,-8.563,19.812,-0.167,0.792,-0.702
front,2,920,42.625,-18.562,26.562,-0.178,0.712,-0.690
front,2,940,42.000,-24.125,28.437,-0.198,0.696,-0.643
front,2,960,14.938,-23.312,25.437,-0.182,0.568,-0.683
front,2,980,-5.625,-1.125,16.875,-0.168,0.412,-0.692
front,2,1000,-5.250,5.437,14.625,-0.096,0.330,-0.627
front,2,1020,5.937,-20.750,23.687,-0.048,0.272,-0.692
front,2,1040,27.062,-32.188,11.188,-0.075,0.171,-0.794
front,2,1060,37.063,-30.250,-5.125,-0.104,0.185,-0.838
front,2,1080,27.437,-31.687,-9.375,-0.038,0.183,-0.917
front,2,1100,28.812,-36.438,-8.625,-0.066,0.136,-1.056
front,2,1120,32.625,-36.625,-0.375,-0.108,0.096,-1.176
front,2,1140,12.938,1.000,7.750,-0.152,0.043,-1.278
front,2,1160,-6.187,24.437,16.000,-0.147,-0.029,-1.334
front,2,1180,-1.437,21.312,16.187,-0.123,-0.104,-1.339
front,2,1200,6.125,23.562,17.312,-0.102,-0.071,-1.295
front,2,1220,3.625,36.000,21.625,-0.096,-0.013,-1.211
front,2,1240,-2.438,33.750,19.687,-0.152,0.090,-1.133
front,2,1260,-2.750,5.937,5.937,-0.130,0.183,-1.051
front,2,1280,-3.688,-9.500,-8.875,-0.129,0.306,-1.083
front,2,1300,-7.312,7.125,-21.687,-0.122,0.420,-1.167
front,2,1320,5.187,7.250,-17.375,-0.079,0.463,-1.155
front,2,1340,17.625,1.500,-7.125,-0.031,0.479,-1.111
front,2,1360,16.937,3.375,8.313,-0.004,0.456,-1.073
front,2,1380,12.500,6.562,21.375,-0.039,0.393,-1.060
front,2,1400,13.750,10.375,18.187,-0.100,0.371,-1.044
front,2,1420,18.312,11.625,10.250,-0.090,0.369,-1.016
front,2,1440,21.625,5.250,10.375,-0.061,0.382,-0.994
front,2,1460,14.750,4.375,13.875,-0.061,0.396,-0.952
front,2,1480,4.062,8.313,11.938,-0.070,0.394,-0.936
front,2,1500,0.000,13.313,6.312,-0.076,0.392,-0.940
front,2,1520,2.938,7.000,4.000,-0.068,0.398,-0.948
front,2,1540,6.562,5.062,5.437,-0.066,0.407,-0.977
front,2,1560,10.000,7.687,4.375,-0.076,0.394,-0.963
front,2,1580,11.688,1.562,2.125,-0.074,0.391,-0.945
front,2,1600,6.187,1.875,1.500,-0.069,0.391,-0.948
front,2,1620,1.000,4.937,3.313,-0.066,0.384,-0.952
front,2,1640,0.875,4.437,5.000,-0.069,0.375,-0.960
front,2,1660,3.875,6.187,2.938,-0.073,0.362,-0.961
front,2,1680,5.812,1.812,0.625,-0.074,0.372,-0.941
front,2,1700,0.875,-0.687,-0.375,-0.061,0.371,-0.941
front,2,1720,-5.625,-1.875,1.625,-0.061,0.371,-0.941
front,2,1740,-11.438,-0.375,0.687,-0.074,0.362,-0.978
front,2,1760,-8.500,2.313,-2.813,-0.074,0.365,-1.000
front,2,1780,-0.937,1.187,-6.000,-0.079,0.380,-1.014
front,2,1800,7.687,0.375,-6.812,-0.061,0.394,-1.005
front,2,1820,7.375,-1.250,-3.875,-0.045,0.393,-0.985
front,2,1840,2.063,1.562,-0.937,-0.050,0.392,-0.978
front,2,1860,-1.187,4.625,0.437,-0.048,0.380,-0.972
front,2,1880,-2.063,6.312,1.062,-0.063,0.374,-0.977
front,2,1900,0.687,5.937,-0.562,-0.065,0.369,-0.965
front,2,1920,1.000,1.437,-1.312,-0.059,0.384,-0.954
front,2,1940,-2.063,1.000,0.437,-0.044,0.394,-0.957
front,2,1960,-3.688,0.312,2.813,-0.049,0.391,-0.958
front,2,1980,-2.750,2.375,1.562,-0.058,0.381,-0.970
front,2,2000,-0.312,1.437,0.812,-0.057,0.378,-0.965
front,3,0,2.438,-2.250,-5.625,-0.070,0.334,-0.973
front,3,20,-1.500,-2.063,-4.250,-0.063,0.331,-0.980
front,3,40,-4.625,-0.750,-2.875,-0.076,0.330,-0.999
front,3,60,-3.125,0.187,-4.812,-0.087,0.329,-1.005
front,3,80,0.312,-1.375,-6.687,-0.077,0.327,-1.002
front,3,100,-0.625,-1.375,-6.187,-0.079,0.329,-1.003
front,3,120,-1.437,-1.687,-5.625,-0.086,0.328,-0.995
front,3,140,-3.250,-4.250,-5.812,-0.090,0.315,-0.998
front,3,160,-6.437,-7.125,-6.062,-0.105,0.299,-1.010
front,3,180,-11.188,-10.500,-4.187,-0.125,0.277,-1.076
front,3,200,-13.750,-9.313,-3.375,-0.143,0.224,-1.174
front,3,220,-9.313,-11.750,-9.125,-0.176,0.151,-1.295
front,3,240,2.188,-12.625,-22.125,-0.175,0.080,-1.399
front,3,260,12.375,-9.000,-28.375,-0.146,-0.010,-1.456
front,3,280,8.563,0.812,-28.562,-0.101,-0.114,-1.407
front,3,300,1.375,-0.062,-26.062,-0.065,-0.188,-1.296
front,3,320,-11.625,-15.188,-19.875,-0.033,-0.214,-1.174
front,3,340,-32.750,-44.938,-9.500,-0.018,-0.196,-1.058
front,3,360,-59.000,-63.000,-1.562,-0.016,-0.140,-1.018
front,3,380,-77.063,-51.125,5.812,-0.022,-0.102,-1.020
front,3,400,-74.375,-50.813,18.562,-0.066,-0.025,-0.934
front,3,420,-68.438,-68.250,32.875,-0.107,0.106,-0.831
front,3,440,-84.188,-48.625,48.500,-0.137,0.187,-0.848
front,3,460,-80.688,13.500,47.688,-0.210,0.206,-0.909
front,3,480,-17.812,60.500,33.375,-0.268,0.361,-0.886
front,3,500,53.375,71.375,28.250,-0.322,0.578,-0.779
front,3,520,62.875,102.375,28.125,-0.314,0.749,-0.533
front,3,540,44.688,112.375,30.437,-0.328,0.942,-0.387
front,3,560,23.000,117.375,27.000,-0.393,0.980,-0.470
front,3,580,22.750,133.812,-9.375,-0.282,0.941,-0.420
front,3,600,2.938,143.625,-42.688,-0.150,1.048,-0.358
front,3,620,-34.125,166.250,-69.250,-0.016,1.077,-0.424
front,3,640,-29.000,115.500,-89.063,0.116,1.008,-0.497
front,3,660,-33.000,23.125,-112.063,0.283,1.068,-0.591
front,3,680,-51.938,-31.062,-106.438,0.557,1.208,-0.772
front,3,700,-39.438,-38.875,-36.125,0.465,1.141,-1.053
front,3,720,-9.813,-19.312,7.812,0.137,0.852,-1.136
front,3,740,9.625,-4.875,18.312,-0.012,0.719,-1.014
front,3,760,9.250,11.563,8.688,-0.059,0.668,-0.831
front,3,780,-6.125,1.687,-1.750,-0.055,0.656,-0.762
front,3,800,-1.625,-28.187,-22.062,-0.009,0.708,-0.845
front,3,820,16.562,-47.813,-34.750,0.061,0.816,-0.885
front,3,840,24.375,-63.063,-23.125,0.129,0.891,-0.889
front,3,860,27.625,-77.938,-6.875,0.048,0.827,-0.958
front,3,880,31.250,-75.000,-3.250,-0.039,0.792,-0.974
front,3,900,34.688,-59.813,0.437,-0.118,0.831,-0.937
front,3,920,30.000,-38.938,-0.812,-0.160,0.850,-0.853
front,3,940,18.750,-11.813,-4.500,-0.210,0.810,-0.816
front,3,960,4.437,15.188,-9.188,-0.277,0.831,-0.745
front,3,980,-23.500,22.625,5.812,-0.245,0.953,-0.656
front,3,1000,-19.500,1.000,40.313,-0.248,0.876,-0.797
front,3,1020,1.812,4.875,46.375,-0.296,0.995,-0.765
front,3,1040,-2.125,5.125,41.250,-0.250,0.855,-0.656
front,3,1060,-18.375,-1.187,27.437,-0.158,0.719,-0.631
front,3,1080,-25.187,-15.875,18.812,-0.128,0.709,-0.606
front,3,1100,-6.875,-35.750,19.500,-0.140,0.729,-0.786
front,3,1120,24.437,-16.125,14.625,-0.130,0.653,-0.917
front,3,1140,45.250,-21.750,22.562,-0.075,0.479,-0.806
front,3,1160,61.750,-46.063,20.250,-0.072,0.403,-0.689
front,3,1180,48.000,-36.563,16.500,-0.080,0.413,-0.666
front,3,1200,18.250,-23.062,18.812,-0.095,0.339,-0.747
front,3,1220,-0.375,-11.688,1.687,-0.121,0.249,-0.866
front,3,1240,-8.000,6.562,-11.563,-0.058,0.207,-0.917
front,3,1260,-1.125,-8.250,1.500,0.024,0.175,-0.937
front,3,1280,-10.750,-0.812,10.563,-0.052,0.138,-1.088
front,3,1300,6.125,17.375,-7.812,-0.060,0.083,-1.128
front,3,1320,29.187,7.437,-11.750,-0.006,0.105,-1.074
front,3,1340,21.437,8.625,-5.937,0.039,0.124,-1.040
front,3,1360,-1.437,12.750,11.063,0.052,0.054,-1.067
front,3,1380,-29.062,13.813,30.125,-0.005,-0.004,-1.171
front,3,1400,-49.688,15.125,32.500,-0.104,-0.021,-1.308
front,3,1420,-49.938,32.000,19.000,-0.136,0.005,-1.370
front,3,1440,-16.687,17.500,9.813,-0.086,0.066,-1.305
front,3,1460,15.938,-1.937,8.125,-0.088,0.200,-1.229
front,3,1480,18.250,-5.312,13.000,-0.069,0.337,-1.177
front,3,1500,0.875,16.000,0.875,-0.127,0.381,-1.148
front,3,1520,6.125,7.562,2.938,-0.087,0.400,-1.074
front,3,1540,13.125,2.938,3.188,-0.075,0.465,-0.983
front,3,1560,10.313,-2.125,-1.062,-0.045,0.511,-0.917
front,3,1580,1.437,-3.125,0.250,-0.041,0.517,-0.932
front,3,1600,-1.000,-4.937,5.812,-0.041,0.486,-0.947
front,3,1620,0.312,-5.625,10.625,-0.034,0.433,-0.923
front,3,1640,3.938,-8.063,12.063,-0.053,0.408,-0.908
front,3,1660,5.937,-7.687,3.125,-0.104,0.428,-0.936
front,3,1680,7.500,-3.125,-8.250,-0.096,0.449,-0.949
front,3,1700,11.813,0.000,-11.813,-0.056,0.457,-0.958
front,3,1720,11.250,9.688,-10.875,-0.056,0.467,-0.953
front,3,1740,10.000,8.813,-5.562,-0.061,0.454,-0.937
front,3,1760,6.562,4.625,-2.750,-0.083,0.460,-0.917
front,3,1780,-0.875,6.125,-3.125,-0.080,0.464,-0.914
front,3,1800,-5.375,7.000,-1.062,-0.061,0.463,-0.912
front,3,1820,-5.687,6.437,0.625,-0.049,0.458,-0.912
front,3,1840,-6.562,5.875,0.437,-0.048,0.430,-0.911
front,3,1860,-3.188,0.875,0.312,-0.079,0.429,-0.910
front,3,1880,-6.750,0.562,-1.750,-0.097,0.458,-0.928
front,3,1900,-10.313,3.688,-4.312,-0.084,0.475,-0.951
front,3,1920,-8.750,3.938,-4.187,-0.062,0.466,-0.956
front,3,1940,-6.250,3.063,-3.125,-0.064,0.462,-0.941
front,3,1960,-11.625,4.750,-1.437,-0.075,0.456,-0.954
front,3,1980,-20.375,8.375,-0.750,-0.090,0.447,-0.990
front,3,2000,-14.500,6.812,-7.312,-0.092,0.458,-1.006
front,4,1,6.312,2.438,-0.437,-0.043,0.456,-0.936
front,4,21,4.437,2.625,-0.937,-0.053,0.452,-0.928
front,4,40,3.188,1.125,-2.500,-0.052,0.453,-0.925
front,4,60,3.125,-0.562,-3.938,-0.035,0.456,-0.920
front,4,80,3.688,-0.937,-4.125,-0.035,0.445,-0.930
front,4,100,5.500,-3.375,-4.750,-0.054,0.444,-0.941
front,4,120,1.562,-2.625,-4.062,-0.048,0.451,-0.960
front,4,140,-1.125,0.187,-1.000,-0.041,0.426,-0.979
front,4,160,3.188,-0.500,-1.187,-0.058,0.394,-0.982
front,4,180,7.750,-5.375,-5.937,-0.076,0.379,-0.985
front,4,200,5.437,-8.250,-8.938,-0.061,0.369,-0.997
front,4,220,0.687,-8.375,-9.063,-0.050,0.336,-1.018
front,4,240,-0.312,-9.438,-9.313,-0.073,0.290,-1.079
front,4,260,1.062,-11.063,-13.813,-0.099,0.210,-1.179
front,4,280,4.000,-12.000,-21.437,-0.091,0.084,-1.264
front,4,300,-1.062,-10.563,-25.375,-0.086,-0.024,-1.348
front,4,320,-28.812,-7.500,-23.500,-0.143,-0.183,-1.491
front,4,340,-57.500,-1.687,-23.375,-0.091,-0.405,-1.524
front,4,360,-35.875,-24.312,-37.938,-0.041,-0.435,-1.406
front,4,380,-7.062,-61.875,-50.625,-0.078,-0.271,-1.290
front,4,400,11.375,-71.313,-63.813,-0.054,-0.098,-1.175
front,4,420,24.312,-45.813,-70.938,-0.072,0.109,-1.169
front,4,440,33.000,13.750,-62.813,-0.060,0.247,-1.087
front,4,460,32.875,34.688,-20.562,0.004,0.407,-0.883
front,4,480,17.000,40.688,44.313,-0.054,0.572,-0.754
front,4,500,-7.562,62.688,82.625,-0.256,0.598,-0.669
front,4,520,-5.312,75.125,67.750,-0.312,0.574,-0.666
front,4,540,32.750,52.125,49.625,-0.349,0.666,-0.645
front,4,560,31.437,52.750,32.875,-0.366,0.798,-0.562
front,4,580,-1.625,73.750,21.750,-0.247,0.979,-0.435
front,4,600,-26.375,76.438,21.750,-0.198,1.068,-0.532
front,4,620,-16.375,94.688,-9.375,-0.097,1.004,-0.580
front,4,640,-11.563,89.000,-20.437,0.012,1.054,-0.545
front,4,660,-12.500,60.688,-17.812,0.102,1.059,-0.654
front,4,680,-9.688,54.625,-25.000,0.148,0.931,-0.784
front,4,700,-7.562,39.125,-20.312,0.167,0.913,-0.845
front,4,720,-7.250,2.375,-20.750,0.170,0.882,-0.895
front,4,740,-6.000,-18.812,-19.687,0.170,0.839,-0.930
front,4,760,-1.812,-12.750,-0.562,0.169,0.900,-0.876
front,4,780,-1.687,1.937,13.375,0.125,0.826,-0.829
front,4,800,-0.500,-9.313,29.062,0.036,0.708,-0.850
front,4,820,0.812,-19.625,19.125,-0.052,0.782,-0.895
front,4,840,1.250,-34.250,-5.625,-0.057,0.874,-0.811
front,4,860,-14.875,-52.375,-25.750,-0.050,0.910,-0.723
front,4,880,-41.563,-59.125,-45.375,-0.035,0.908,-0.746
front,4,900,-53.688,-48.313,-31.187,0.007,1.027,-0.765
front,4,920,-22.750,-36.688,26.187,-0.000,1.153,-0.851
front,4,940,22.937,4.750,44.813,-0.210,1.059,-0.844
front,4,960,50.375,17.250,36.000,-0.231,0.938,-0.671
front,4,980,44.000,5.812,22.312,-0.256,0.793,-0.503
front,4,1000,38.438,3.625,9.125,-0.217,0.591,-0.485
front,4,1020,48.750,-11.563,12.250,-0.134,0.449,-0.498
front,4,1040,53.250,-29.312,17.687,0.060,0.231,-0.524
front,4,1060,47.625,-34.813,36.313,0.087,0.097,-0.558
front,4,1080,15.938,-39.250,45.063,-0.064,-0.001,-0.712
front,4,1100,-16.375,-35.438,42.875,-0.058,-0.174,-0.846
front,4,1120,-53.625,-51.000,40.188,-0.161,-0.239,-1.126
front,4,1140,-74.375,-45.500,10.000,-0.241,-0.289,-1.453
front,4,1160,-49.938,-3.000,-37.250,-0.257,-0.227,-1.537
front,4,1180,-36.250,-19.437,-46.688,-0.140,-0.036,-1.486
front,4,1200,-33.875,-30.625,-16.250,-0.002,0.086,-1.596
front,4,1220,-43.688,18.875,4.937,-0.032,0.222,-1.506
front,4,1240,-37.875,30.875,13.500,-0.031,0.290,-1.362
front,4,1260,-7.312,10.875,8.063,-0.047,0.408,-1.243
front,4,1280,10.313,10.250,-6.625,-0.040,0.498,-1.165
front,4,1300,11.875,17.500,-15.375,-0.027,0.523,-1.041
front,4,1320,8.375,-0.250,-10.250,0.003,0.542,-0.986
front,4,1340,3.000,-4.750,1.500,-0.032,0.545,-1.009
front,4,1360,-0.937,4.000,7.437,-0.096,0.553,-1.006
front,4,1380,3.563,1.187,3.125,-0.118,0.541,-1.001
front,4,1400,10.000,-3.438,-0.250,-0.125,0.520,-0.990
front,4,1420,5.437,1.500,-3.250,-0.098,0.517,-0.967
front,4,1440,1.562,9.125,-7.250,-0.034,0.477,-0.924
front,4,1460,4.437,7.125,-5.562,-0.005,0.477,-0.888
front,4,1480,2.500,-0.625,6.250,-0.053,0.529,-0.874
front,4,1500,-6.500,-0.937,15.313,-0.052,0.546,-0.889
front,4,1520,-5.937,-2.313,23.312,-0.006,0.515,-0.921
front,4,1540,2.813,-0.937,30.687,-0.030,0.475,-0.944
front,4,1560,9.375,14.125,28.062,-0.106,0.449,-0.942
front,4,1580,15.188,23.562,19.750,-0.116,0.396,-0.888
front,4,1600,15.500,18.875,11.438,-0.106,0.402,-0.836
front,4,1620,6.937,18.000,5.750,-0.085,0.402,-0.841
front,4,1640,-7.062,19.000,-10.438,-0.021,0.325,-0.856
front,4,1660,4.437,-15.313,-32.938,0.044,0.482,-0.857
front,4,1680,3.500,-37.938,7.562,-0.018,0.515,-0.969
front,4,1700,-16.625,10.250,23.500,-0.083,0.435,-0.958
front,4,1720,-15.375,12.500,26.562,-0.157,0.395,-0.925
front,4,1740,-8.750,-8.438,12.125,-0.145,0.395,-0.922
front,4,1760,-9.375,-4.250,-1.062,-0.103,0.418,-0.937
front,4,1780,-12.125,3.813,-6.062,-0.089,0.451,-0.933
front,4,1800,-12.500,-2.875,-5.687,-0.083,0.501,-0.924
front,4,1820,-15.000,-7.187,-1.187,-0.047,0.523,-0.944
front,4,1840,-16.125,-2.375,2.063,-0.020,0.514,-0.966
front,4,1860,-9.313,4.187,2.438,-0.033,0.514,-0.971
front,4,1880,-1.500,7.937,-3.438,-0.082,0.537,-0.964
front,4,1900,3.250,8.125,-10.625,-0.089,0.561,-0.937
front,4,1920,3.750,6.375,-12.313,-0.047,0.579,-0.933
front,4,1940,2.875,7.625,-5.500,-0.011,0.579,-0.943
front,4,1960,2.250,12.813,1.750,-0.013,0.559,-0.942
front,4,1980,3.625,12.188,8.063,-0.008,0.529,-0.917
front,4,2000,3.938,6.750,12.813,-0.012,0.504,-0.912
front,5,1,0.937,1.187,4.937,-0.008,0.479,-0.941
front,5,21,0.500,1.187,3.000,-0.020,0.469,-0.935
front,5,40,0.437,0.875,0.312,-0.016,0.466,-0.934
front,5,60,0.937,0.562,-1.062,0.005,0.471,-0.935
front,5,80,-0.437,1.187,0.562,0.007,0.474,-0.929
front,5,100,-2.188,1.187,2.250,0.004,0.476,-0.932
front,5,120,-1.500,1.312,2.063,-0.010,0.473,-0.941
front,5,140,0.750,0.875,-0.875,-0.014,0.479,-0.940
