gesture,rep,t_ms,gx,gy,gz
left,8,101,4.937,-8.688,-9.188
left,8,111,6.625,-6.625,-8.500
left,8,121,9.750,-6.312,-6.250
left,8,131,14.063,-9.125,-4.687
left,8,141,15.188,-13.375,-6.500
left,8,151,10.250,-16.875,-10.813
left,8,161,-6.312,-14.375,-20.687
left,8,171,-24.000,-3.875,-34.938
left,8,181,-40.938,12.438,-55.000
left,8,191,-55.875,33.750,-82.625
left,8,201,-62.000,47.625,-103.438
left,8,211,-63.938,61.688,-127.813
left,8,221,-59.875,71.688,-147.937
left,8,231,-48.438,80.500,-170.250
left,8,241,-25.750,87.938,-199.062
left,8,251,-7.500,90.063,-219.125
left,8,261,7.562,91.813,-237.125
left,8,271,23.687,101.625,-263.750
left,8,281,36.688,115.625,-289.250
left,8,291,49.063,127.438,-312.687
left,8,301,59.063,132.062,-332.812
left,8,311,61.188,130.500,-343.562
left,8,321,58.250,128.812,-357.562
left,8,331,53.000,128.625,-370.625
left,8,341,45.375,126.125,-383.500
left,8,351,32.500,124.250,-398.000
left,8,361,21.062,132.812,-407.375
left,8,371,10.500,143.812,-413.562
left,8,381,1.625,142.750,-414.937
left,8,391,0.875,129.937,-409.625
left,8,401,3.688,111.625,-397.562
left,8,411,3.375,84.750,-372.750
left,8,421,-4.500,65.750,-348.500
left,8,431,-18.875,53.750,-320.312
left,8,441,-39.813,45.250,-301.562
left,8,451,-56.563,38.563,-285.125
left,8,461,-83.938,26.875,-264.937
left,8,471,-115.188,15.188,-250.375
left,8,481,-151.375,5.000,-239.937
left,8,491,-185.000,3.313,-234.812
left,8,501,-189.562,9.750,-238.125
left,8,511,-173.375,14.813,-244.125
left,8,521,-137.562,18.687,-243.437
left,8,531,-110.250,25.000,-229.937
left,8,541,-92.000,37.500,-208.437
left,8,551,-81.938,62.563,-185.500
left,8,561,-79.500,84.250,-177.812
left,8,571,-77.688,96.375,-176.562
left,8,581,-75.500,80.500,-172.375
left,8,591,-72.688,46.250,-161.437
left,8,601,-62.688,15.688,-140.437
left,8,611,-48.938,12.875,-121.750
left,8,621,-32.875,15.250,-106.688
left,8,631,-11.250,12.188,-94.000
left,8,641,5.437,6.687,-83.813
left,8,651,18.187,1.125,-70.188
left,8,661,23.062,-6.187,-50.125
left,8,671,18.312,-12.500,-35.688
left,8,681,12.500,-16.875,-26.187
left,8,691,13.063,-17.375,-26.000
left,8,701,20.437,-16.625,-26.812
left,8,711,33.500,-19.937,-19.500
left,8,721,44.125,-27.312,-5.187
left,8,731,53.438,-37.688,13.750
left,8,741,60.250,-49.125,38.375
left,8,751,60.500,-50.813,55.625
left,8,761,57.563,-45.438,71.500
left,8,771,54.688,-36.188,90.938
left,8,781,57.375,-31.000,104.688
left,8,791,64.625,-28.312,117.000
left,8,801,72.625,-26.812,134.875
left,8,811,73.125,-24.687,152.937
left,8,821,67.500,-20.000,178.250
left,8,831,61.688,-16.500,197.437
left,8,841,57.563,-14.625,212.500
left,8,851,58.000,-16.187,223.187
left,8,861,63.188,-22.750,226.687
left,8,871,71.063,-33.750,228.937
left,8,881,82.750,-47.688,233.312
left,8,891,92.938,-54.813,237.875
left,8,901,103.688,-58.438,240.750
left,8,911,116.000,-58.938,240.687
left,8,921,121.375,-55.125,241.125
left,8,931,120.375,-47.500,248.187
left,8,941,109.813,-36.250,259.125
left,8,951,95.625,-29.000,271.687
left,8,961,74.000,-24.500,285.687
left,8,971,56.750,-25.812,296.562
left,8,981,39.625,-37.688,305.000
left,8,991,22.312,-62.813,304.187
left,9,1,-3.813,2.250,-0.437
left,9,11,-3.563,-0.312,-3.625
left,9,21,-2.750,-4.562,-6.562
left,9,31,-2.063,-6.625,-7.812
left,9,41,-2.063,-6.250,-8.063
left,9,51,-2.813,-1.875,-8.375
left,9,61,-2.000,4.062,-9.313
left,9,71,1.312,10.313,-9.750
left,9,81,7.875,15.563,-7.937
left,9,91,12.813,17.000,-5.625
left,9,101,16.437,16.250,-5.250
left,9,111,17.500,13.938,-9.063
left,9,121,13.250,11.063,-15.813
left,9,131,3.250,9.500,-25.937
left,9,141,-5.062,10.938,-34.375
left,9,151,-12.875,13.438,-41.188
left,9,161,-25.187,17.375,-44.625
left,9,171,-37.750,23.750,-44.313
left,9,181,-50.063,35.750,-43.875
left,9,191,-60.125,58.063,-44.625
left,9,201,-61.250,81.125,-46.313
left,9,211,-53.750,109.000,-50.500
left,9,221,-31.187,146.937,-62.313
left,9,231,-6.625,175.250,-76.625
left,9,241,23.687,203.187,-97.500
left,9,251,45.625,217.375,-114.375
left,9,261,66.875,224.250,-129.562
left,9,271,94.125,225.812,-147.750
left,9,281,116.813,225.750,-168.062
left,9,291,140.125,226.187,-198.312
left,9,301,167.875,222.875,-244.125
left,9,311,183.250,215.250,-277.062
left,9,321,187.187,207.687,-301.937
left,9,331,174.500,206.125,-324.375
left,9,341,154.125,212.625,-339.375
left,9,351,132.625,226.062,-356.437
left,9,361,115.500,234.750,-367.687
left,9,371,110.188,235.125,-376.750
left,9,381,106.563,219.250,-386.437
left,9,391,101.688,197.500,-392.750
left,9,401,92.125,175.062,-395.187
left,9,411,71.000,154.750,-390.375
left,9,421,51.688,148.312,-383.500
left,9,431,37.313,149.625,-382.375
left,9,441,34.063,152.375,-387.812
left,9,451,37.688,142.500,-372.062
left,9,461,37.125,117.875,-336.375
left,9,471,30.875,76.313,-325.000
left,9,481,22.062,42.625,-329.687
left,9,491,8.750,10.563,-335.562
left,9,501,2.938,-3.375,-331.437
left,9,511,0.562,-12.438,-316.437
left,9,521,-5.062,-22.750,-285.250
left,9,531,-12.563,-26.500,-259.500
left,9,541,-21.312,-24.000,-237.625
left,9,551,-33.625,-14.375,-212.312
left,9,561,-42.938,-5.062,-192.250
left,9,571,-49.813,1.625,-175.062
left,9,581,-51.375,2.938,-162.750
left,9,591,-44.750,0.562,-160.500
left,9,601,-27.000,1.125,-164.625
left,9,611,-9.438,0.437,-172.000
left,9,621,2.250,-8.563,-177.562
left,9,631,2.875,-24.875,-174.312
left,9,641,-2.688,-32.250,-166.062
left,9,651,-7.687,-33.813,-158.187
left,9,661,-12.125,-35.938,-149.562
left,9,671,-15.625,-42.563,-141.062
left,9,681,-17.875,-51.375,-128.875
left,9,691,-17.125,-57.563,-106.563
left,9,701,-14.313,-55.125,-83.063
left,9,711,-10.938,-46.875,-49.250
left,9,721,-5.437,-31.187,-22.500
left,9,731,2.250,-15.625,0.875
left,9,741,17.375,3.688,26.187
left,9,751,31.750,14.125,46.875
left,9,761,44.313,18.125,70.750
left,9,771,52.500,15.625,104.688
left,9,781,52.938,10.813,131.125
left,9,791,51.063,5.437,151.812
left,9,801,48.313,-1.875,168.812
left,9,811,47.000,-7.687,179.625
left,9,821,48.063,-13.938,189.500
left,9,831,54.313,-24.687,197.687
left,9,841,63.438,-37.000,200.437
left,9,851,77.688,-55.063,203.875
left,9,861,86.438,-68.000,210.125
left,9,871,86.500,-76.688,220.625
left,9,881,72.250,-79.625,238.125
left,9,891,56.125,-76.563,251.625
left,9,901,44.625,-71.750,261.250
left,9,911,39.125,-68.750,266.375
left,9,921,35.313,-70.750,266.250
left,9,931,28.375,-74.125,265.687
left,9,941,17.562,-74.000,271.312
left,9,951,10.250,-69.375,282.375
left,9,961,6.375,-63.938,296.312
left,9,971,7.750,-62.625,300.687
left,9,981,13.000,-68.375,299.875
left,9,991,21.312,-88.000,298.312
left,10,1,4.250,2.625,-0.625
left,10,10,3.063,2.188,-0.687
left,10,21,0.250,1.750,-0.437
left,10,31,-1.625,2.313,-1.125
left,10,41,-1.937,4.250,-3.438
left,10,51,-1.000,8.188,-7.312
left,10,61,-0.125,11.750,-9.813
left,10,71,0.625,15.063,-11.938
left,10,81,3.375,18.375,-15.875
left,10,91,7.937,19.937,-20.062
left,10,101,13.375,20.062,-23.500
left,10,111,18.750,19.062,-24.437
left,10,121,20.562,19.187,-22.937
left,10,131,18.875,22.812,-20.562
left,10,141,15.625,29.250,-20.625
left,10,151,13.938,38.000,-22.437
left,10,161,15.750,49.250,-22.875
left,10,171,17.125,56.438,-20.187
left,10,181,15.750,61.500,-18.625
left,10,191,13.875,65.313,-24.312
left,10,201,15.188,66.438,-35.875
left,10,211,19.062,66.625,-54.063
left,10,221,27.437,68.313,-86.438
left,10,231,37.313,74.563,-116.813
left,10,241,50.125,87.563,-153.687
left,10,251,65.250,112.438,-178.312
left,10,261,72.188,136.500,-197.000
left,10,271,75.875,165.437,-213.687
left,10,281,81.250,181.875,-227.250
left,10,291,93.563,189.250,-245.187
left,10,301,115.063,187.187,-271.500
left,10,311,128.375,180.125,-289.562
left,10,321,130.187,173.687,-303.250
left,10,331,114.875,171.187,-318.250
left,10,341,95.625,172.562,-331.750
left,10,351,76.188,173.562,-346.312
left,10,361,52.438,170.312,-361.812
left,10,371,32.250,163.000,-368.500
left,10,381,8.000,148.562,-366.000
left,10,391,-8.250,135.937,-356.812
left,10,401,-17.000,128.500,-349.125
left,10,411,-12.563,128.500,-347.000
left,10,421,-3.688,128.875,-346.312
left,10,431,0.937,127.375,-344.625
left,10,441,-2.813,140.312,-347.000
left,10,451,-14.125,164.062,-320.812
left,10,461,-35.750,174.437,-270.000
left,10,471,-60.063,152.312,-240.875
left,10,481,-63.000,131.500,-263.312
left,10,491,-54.063,122.188,-307.250
left,10,501,-38.438,112.313,-326.812
left,10,511,-31.125,97.688,-324.250
left,10,521,-35.563,71.250,-296.125
left,10,531,-49.938,45.188,-264.250
left,10,541,-71.000,18.937,-231.562
left,10,551,-100.625,-5.937,-195.187
left,10,561,-123.813,-17.687,-174.062
left,10,571,-145.125,-21.687,-162.875
left,10,581,-169.875,-7.500,-153.125
left,10,591,-180.625,24.125,-143.000
left,10,601,-158.562,57.813,-150.375
left,10,611,-81.125,61.500,-198.500
left,10,621,-20.500,27.812,-237.437
left,10,631,19.437,-17.937,-241.187
left,10,641,32.188,-30.750,-207.500
left,10,651,38.875,-24.375,-160.375
left,10,661,41.688,-10.813,-107.063
left,10,671,38.313,-3.563,-75.625
left,10,681,31.250,3.313,-51.938
left,10,691,22.437,13.875,-27.500
left,10,701,18.000,20.562,-11.125
left,10,711,17.187,24.062,0.875
left,10,721,23.187,25.250,10.188
left,10,731,31.062,23.125,16.500
left,10,741,37.188,12.750,25.937
left,10,751,40.313,-1.500,36.063
left,10,761,40.438,-16.312,51.063
left,10,771,37.250,-28.812,75.750
left,10,781,33.188,-33.938,92.438
left,10,791,30.250,-37.688,104.063
left,10,801,28.187,-43.688,117.875
left,10,811,26.500,-48.500,131.375
left,10,821,26.125,-50.063,145.375
left,10,831,30.875,-46.000,159.125
left,10,841,41.125,-38.313,163.687
left,10,851,58.063,-28.875,161.625
left,10,861,84.188,-24.062,156.312
left,10,871,103.125,-31.125,157.875
left,10,881,118.750,-48.375,171.000
left,10,891,124.438,-59.938,186.250
left,10,901,124.500,-64.938,200.937
left,10,911,114.563,-62.750,216.687
left,10,921,98.438,-56.000,227.625
left,10,931,79.375,-46.375,234.875
left,10,941,64.375,-35.500,234.062
left,10,951,66.938,-34.625,227.187
left,10,961,80.063,-42.813,219.562
left,10,971,100.000,-58.625,212.687
left,10,981,111.438,-67.375,210.875
left,10,991,115.563,-70.125,216.625
left,11,1,-4.687,2.563,-3.313
left,11,11,-3.625,2.250,-4.687
left,11,21,-2.938,2.188,-5.812
left,11,31,-2.438,2.313,-7.500
left,11,41,-1.812,2.563,-9.125
left,11,51,-0.812,2.875,-10.313
left,11,61,0.375,3.375,-10.938
left,11,71,0.312,4.312,-11.438
left,11,81,-0.375,7.000,-13.813
left,11,91,0.187,10.000,-17.562
left,11,101,2.750,13.000,-21.687
left,11,111,7.062,16.500,-26.625
left,11,121,10.063,19.437,-31.062
left,11,131,12.563,22.437,-37.188
left,11,141,16.562,26.125,-48.563
left,11,151,21.062,28.875,-60.125
left,11,161,26.375,31.500,-72.813
left,11,171,32.438,35.500,-88.125
left,11,181,35.875,40.563,-99.500
left,11,191,37.563,48.313,-112.438
left,11,201,37.688,62.438,-134.937
left,11,211,38.000,76.938,-157.875
left,11,221,39.500,94.938,-185.500
left,11,231,41.750,105.563,-202.500
left,11,241,45.438,111.563,-216.187
left,11,251,51.938,116.125,-232.312
left,11,261,57.313,120.875,-244.875
left,11,271,60.125,126.813,-256.937
left,11,281,57.875,131.187,-272.312
left,11,291,52.063,129.625,-285.750
left,11,301,44.438,125.813,-299.500
left,11,311,34.000,124.000,-317.062
left,11,321,26.625,127.250,-332.687
left,11,331,21.687,134.125,-354.875
left,11,341,19.812,138.062,-372.625
left,11,351,19.750,138.312,-386.625
left,11,361,18.625,132.687,-397.375
left,11,371,17.000,123.438,-403.812
left,11,381,15.563,110.313,-409.375
left,11,391,14.313,91.750,-410.125
left,11,401,11.063,76.688,-400.625
left,11,411,3.625,62.813,-381.937
left,11,421,-8.063,51.875,-351.250
left,11,431,-17.312,50.125,-324.750
left,11,441,-27.562,55.438,-288.375
left,11,451,-36.125,72.125,-285.187
left,11,461,-38.250,86.375,-264.875
left,11,471,-43.500,86.438,-249.375
left,11,481,-51.500,72.250,-248.375
left,11,491,-58.125,54.750,-244.750
left,11,501,-55.063,34.375,-232.437
left,11,511,-39.500,18.437,-223.687
left,11,521,-16.687,1.250,-219.625
left,11,531,10.375,-23.312,-220.625
left,11,541,24.000,-47.500,-222.562
left,11,551,27.875,-73.313,-220.250
left,11,561,18.562,-96.188,-209.750
left,11,571,5.250,-100.063,-200.500
left,11,581,-7.375,-88.250,-193.187
left,11,591,-21.187,-71.438,-189.750
left,11,601,-33.250,-53.625,-184.500
left,11,611,-47.563,-32.813,-168.687
left,11,621,-48.500,-17.687,-145.062
left,11,631,-34.938,-5.750,-113.125
left,11,641,-9.438,1.750,-67.438
left,11,651,4.312,2.813,-31.750
left,11,661,8.813,4.562,-1.312
left,11,671,8.375,11.688,27.937
left,11,681,7.812,18.625,47.938
left,11,691,6.500,25.687,68.563
left,11,701,2.875,31.875,88.813
left,11,711,1.375,28.750,95.438
left,11,721,3.563,15.500,95.375
left,11,731,10.563,5.687,90.750
left,11,741,21.500,-0.187,88.000
left,11,751,33.250,-3.375,96.938
left,11,761,38.125,-6.500,111.750
left,11,771,40.750,-10.500,126.375
left,11,781,41.250,-12.250,142.250
left,11,791,36.875,-8.375,156.062
left,11,801,28.437,-0.750,171.562
left,11,811,15.250,8.375,191.187
left,11,821,7.875,12.500,204.187
left,11,831,13.000,12.875,210.625
left,11,841,29.312,6.625,206.937
left,11,851,48.125,-8.063,201.312
left,11,861,61.750,-33.688,201.625
left,11,871,61.938,-50.375,208.937
left,11,881,56.875,-56.563,218.437
left,11,891,47.375,-48.375,225.625
left,11,901,38.563,-32.438,226.312
left,11,911,29.125,-14.750,228.437
left,11,921,16.625,-1.312,232.187
left,11,931,10.125,0.062,227.375
left,11,941,11.125,0.125,213.562
left,11,951,20.062,6.125,208.250
left,11,961,26.437,11.938,214.500
left,11,971,29.250,6.000,235.000
left,11,981,25.500,-21.750,250.062
left,11,991,17.875,-59.750,255.250
left,12,1,-9.250,4.625,1.375
left,12,11,-7.375,6.375,-0.437
left,12,21,-5.500,6.812,-2.563
left,12,31,-2.125,6.625,-5.000
left,12,41,1.125,5.687,-5.750
left,12,51,4.125,3.875,-5.375
left,12,61,5.937,1.500,-5.125
left,12,71,5.562,0.312,-6.687
left,12,81,5.375,-0.375,-9.625
left,12,91,6.937,-1.312,-14.125
left,12,101,8.563,-2.438,-18.000
left,12,111,10.438,-4.312,-25.250
left,12,121,16.187,-8.250,-34.125
left,12,131,24.812,-13.000,-43.438
left,12,141,36.375,-19.937,-51.063
left,12,151,42.875,-22.562,-54.688
left,12,161,46.438,-17.625,-60.125
left,12,171,45.063,2.938,-72.313
left,12,181,38.250,27.312,-85.188
left,12,191,30.125,50.438,-101.000
left,12,201,28.500,67.875,-126.125
left,12,211,35.625,73.313,-145.687
left,12,221,45.750,78.375,-159.062
left,12,231,59.438,91.438,-169.750
left,12,241,69.563,103.000,-180.437
left,12,251,76.188,109.563,-198.750
left,12,261,75.938,110.750,-214.375
left,12,271,76.188,115.125,-230.875
left,12,281,88.500,126.125,-256.437
left,12,291,110.313,130.312,-281.500
left,12,301,138.312,122.250,-307.875
left,12,311,170.125,95.000,-335.750
left,12,321,182.312,67.938,-350.250
left,12,331,178.937,45.438,-359.687
left,12,341,162.250,28.250,-372.187
left,12,351,150.500,18.187,-385.312
left,12,361,142.250,4.875,-399.562
left,12,371,126.563,-17.750,-403.312
left,12,381,101.188,-36.063,-399.000
left,12,391,52.438,-53.125,-384.562
left,12,401,6.812,-61.375,-367.937
left,12,411,-37.438,-65.875,-347.937
left,12,421,-81.313,-62.875,-322.812
left,12,431,-101.313,-50.438,-307.375
left,12,441,-107.938,-31.687,-295.625
left,12,451,-107.563,-8.000,-286.062
left,12,461,-103.438,9.813,-277.687
left,12,471,-98.750,25.687,-253.875
left,12,481,-102.750,32.063,-223.187
left,12,491,-112.563,26.187,-223.000
left,12,501,-128.437,21.250,-240.187
left,12,511,-145.562,29.750,-244.625
left,12,521,-164.375,44.750,-239.187
left,12,531,-179.750,55.563,-236.937
left,12,541,-179.375,56.438,-244.375
left,12,551,-169.500,56.625,-252.437
left,12,561,-153.312,55.125,-252.250
left,12,571,-141.437,45.188,-247.000
left,12,581,-129.875,24.187,-244.875
left,12,591,-114.375,-10.125,-248.062
left,12,601,-98.250,-38.500,-250.250
left,12,611,-80.500,-64.313,-240.937
left,12,621,-62.625,-86.563,-217.437
left,12,631,-55.688,-96.063,-178.750
left,12,641,-56.188,-96.938,-117.063
left,12,651,-57.313,-84.750,-68.063
left,12,661,-51.438,-60.438,-27.562
left,12,671,-36.000,-23.625,10.000
left,12,681,-25.062,-1.500,31.937
left,12,691,-15.375,6.437,49.000
left,12,701,3.250,10.375,69.500
left,12,711,22.312,15.438,80.188
left,12,721,38.250,12.000,79.500
left,12,731,47.750,-9.563,71.125
left,12,741,48.063,-30.250,70.375
left,12,751,46.375,-47.000,79.188
left,12,761,45.625,-50.375,88.250
left,12,771,44.125,-46.063,97.625
left,12,781,40.438,-36.500,111.875
left,12,791,39.875,-30.187,124.000
left,12,801,45.188,-26.500,136.000
left,12,811,59.125,-25.375,156.312
left,12,821,71.813,-25.187,181.687
left,12,831,81.875,-23.625,214.000
left,12,841,87.188,-20.437,254.312
left,12,851,84.000,-18.375,279.812
left,12,861,75.000,-15.250,300.062
left,12,871,63.625,-7.562,305.437
left,12,881,62.438,-2.313,300.500
left,12,891,74.625,-5.375,284.375
left,12,901,92.313,-16.062,270.812
left,12,911,112.063,-29.125,261.062
left,12,921,132.062,-41.813,255.250
left,12,931,139.125,-44.688,255.000
left,12,941,137.000,-37.813,256.750
left,12,951,126.938,-16.500,256.062
left,12,961,116.688,6.375,249.437
left,12,971,105.250,25.437,238.750
left,12,981,88.313,22.937,220.875
left,12,991,76.938,8.500,206.750
left,13,0,-3.750,-9.750,29.937
left,13,10,-2.813,-6.437,30.250
left,13,21,1.187,3.375,23.750
left,13,31,7.375,15.313,13.875
left,13,41,11.875,20.937,9.063
left,13,51,14.563,21.750,9.313
left,13,61,16.250,20.750,12.625
left,13,71,17.687,21.625,13.063
left,13,81,19.750,24.375,9.938
left,13,91,22.062,28.625,1.875
left,13,101,21.937,32.375,-7.312
left,13,111,19.875,39.438,-23.000
left,13,121,16.562,46.813,-37.875
left,13,131,13.938,53.375,-52.188
left,13,141,10.125,57.188,-67.563
left,13,151,7.250,56.938,-80.063
left,13,161,7.000,56.563,-95.875
left,13,171,13.125,59.313,-122.250
left,13,181,21.250,64.625,-147.625
left,13,191,27.875,71.438,-174.375
left,13,201,32.750,79.000,-206.375
left,13,211,35.875,82.813,-229.562
left,13,221,39.625,83.438,-253.187
left,13,231,45.250,79.063,-286.750
left,13,241,48.250,72.438,-315.125
left,13,251,46.063,62.000,-347.437
left,13,261,38.063,52.625,-368.875
left,13,271,26.062,42.313,-386.125
left,13,281,7.312,27.937,-400.500
left,13,291,-9.813,15.563,-403.937
left,13,301,-28.500,3.750,-400.437
left,13,311,-51.688,-4.750,-390.312
left,13,321,-65.313,-2.875,-381.562
left,13,331,-73.375,4.937,-375.625
left,13,341,-81.000,17.250,-373.812
left,13,351,-86.563,28.125,-377.437
left,13,361,-90.688,43.750,-383.937
left,13,371,-93.375,55.813,-380.687
left,13,381,-93.625,68.250,-364.750
left,13,391,-91.063,86.938,-332.750
left,13,401,-88.250,100.313,-305.562
left,13,411,-86.750,109.875,-280.437
left,13,421,-86.813,120.313,-256.437
left,13,431,-85.313,128.062,-233.875
left,13,441,-83.688,137.687,-200.375
left,13,451,-86.375,144.875,-170.562
left,13,461,-93.563,141.750,-170.437
left,13,471,-103.188,134.625,-179.437
left,13,481,-115.813,125.938,-182.875
left,13,491,-123.625,125.000,-175.937
left,13,501,-129.375,131.562,-164.312
left,13,511,-131.812,136.875,-158.437
left,13,521,-131.062,138.937,-154.437
left,13,531,-125.313,137.812,-148.062
left,13,541,-118.438,134.875,-140.937
left,13,551,-110.438,129.437,-133.250
left,13,561,-99.125,119.438,-124.875
left,13,571,-86.938,111.813,-121.125
left,13,581,-68.625,105.938,-121.563
left,13,591,-37.000,95.813,-129.125
left,13,601,-8.688,81.875,-138.937
left,13,611,19.562,57.313,-148.687
left,13,621,49.438,32.063,-148.750
left,13,631,66.438,2.250,-141.250
left,13,641,80.688,-32.313,-118.625
left,13,651,83.125,-45.813,-87.375
left,13,661,71.625,-45.813,-54.125
left,13,671,44.688,-37.375,-27.875
left,13,681,25.687,-27.187,-18.375
left,13,691,13.375,-13.375,-12.063
left,13,701,5.500,4.187,-2.875
left,13,711,4.437,13.125,4.937
left,13,721,8.875,15.813,12.375
left,13,731,19.000,10.063,21.062
left,13,741,26.687,-0.687,27.062
left,13,751,33.375,-17.687,33.250
left,13,761,35.625,-30.875,37.813
left,13,771,34.875,-42.563,43.375
left,13,781,28.875,-54.188,55.563
left,13,791,20.562,-58.875,70.688
left,13,801,12.438,-58.938,87.500
left,13,811,5.187,-56.438,105.375
left,13,821,1.187,-54.938,116.188
left,13,831,-0.937,-53.188,125.438
left,13,841,0.375,-49.563,137.312
left,13,851,4.687,-46.625,148.500
left,13,861,11.125,-44.125,165.875
left,13,871,20.250,-42.938,181.812
left,13,881,27.500,-41.813,197.687
left,13,891,36.875,-40.500,214.875
left,13,901,45.000,-40.750,224.687
left,13,911,54.125,-43.563,229.812
left,13,921,68.313,-50.688,229.812
left,13,931,82.875,-57.313,226.250
left,13,941,99.125,-63.500,222.437
left,13,951,117.000,-71.313,221.562
left,13,961,126.063,-78.188,225.062
left,13,971,130.562,-84.188,231.500
left,13,981,130.812,-89.500,242.250
left,13,991,126.125,-92.063,250.562
left,14,1,4.562,-0.250,3.813
left,14,11,3.063,-0.250,4.812
left,14,21,2.000,-0.250,5.500
left,14,31,1.250,0.062,4.937
left,14,41,0.625,0.562,3.063
left,14,51,0.062,0.250,2.063
left,14,61,-0.875,-0.937,1.937
left,14,71,-1.687,-1.437,2.063
left,14,81,-2.250,-0.687,1.562
left,14,91,-2.188,2.000,-0.062
left,14,101,-1.312,4.375,-1.687
left,14,111,0.250,5.937,-2.875
left,14,121,1.875,6.062,-4.125
left,14,131,2.375,5.562,-6.312
left,14,141,2.188,5.750,-10.563
left,14,151,1.125,7.562,-18.187
left,14,161,-0.875,9.625,-24.125
left,14,171,-6.437,12.000,-29.812
left,14,181,-22.000,15.250,-33.500
left,14,191,-36.750,22.562,-39.875
left,14,201,-45.875,38.563,-56.563
left,14,211,-43.313,53.750,-75.938
left,14,221,-35.750,66.875,-96.125
left,14,231,-26.375,77.688,-117.938
left,14,241,-22.187,83.313,-133.375
left,14,251,-20.500,88.688,-149.875
left,14,261,-16.250,97.438,-173.812
left,14,271,-6.312,104.875,-194.062
left,14,281,10.750,110.500,-217.125
left,14,291,42.813,111.813,-232.875
left,14,301,75.000,106.313,-248.062
left,14,311,114.938,89.375,-270.187
left,14,321,138.312,69.250,-290.312
left,14,331,148.375,48.563,-309.125
left,14,341,141.562,30.125,-328.000
left,14,351,123.500,24.500,-341.312
left,14,361,98.375,26.500,-356.000
left,14,371,64.188,37.313,-378.312
left,14,381,39.000,49.063,-397.750
left,14,391,16.500,58.563,-413.750
left,14,401,-9.813,65.125,-422.562
left,14,411,-27.312,67.625,-422.500
left,14,421,-41.563,70.063,-423.250
left,14,431,-45.938,75.938,-428.000
left,14,441,-46.250,80.813,-430.062
left,14,451,-50.688,66.125,-414.812
left,14,461,-61.813,38.375,-386.562
left,14,471,-76.750,15.625,-351.625
left,14,481,-96.250,9.375,-310.625
left,14,491,-111.250,16.312,-286.375
left,14,501,-122.750,29.500,-276.437
left,14,511,-124.563,63.625,-265.812
left,14,521,-121.438,97.000,-247.125
left,14,531,-124.625,109.875,-237.562
left,14,541,-133.625,94.688,-244.687
left,14,551,-133.062,77.125,-246.937
left,14,561,-116.938,55.188,-237.187
left,14,571,-94.688,33.750,-228.812
left,14,581,-68.875,8.500,-221.062
left,14,591,-35.125,-27.812,-205.625
left,14,601,-11.938,-59.313,-189.250
left,14,611,3.563,-81.875,-175.562
left,14,621,18.437,-81.063,-172.750
left,14,631,34.688,-63.250,-182.062
left,14,641,55.250,-45.125,-192.937
left,14,651,76.063,-35.438,-194.625
left,14,661,78.250,-38.625,-182.250
left,14,671,62.750,-44.500,-155.375
left,14,681,45.625,-41.625,-131.875
left,14,691,31.500,-31.625,-110.188
left,14,701,18.062,-19.375,-88.000
left,14,711,6.437,-17.875,-76.625
left,14,721,-8.313,-22.375,-73.000
left,14,731,-27.562,-23.250,-76.438
left,14,741,-39.063,-13.188,-79.188
left,14,751,-42.250,2.000,-78.875
left,14,761,-29.937,13.688,-77.438
left,14,771,-7.750,11.313,-75.063
left,14,781,17.500,-14.250,-63.188
left,14,791,36.188,-8.000,-47.063
left,14,801,35.313,-8.813,-31.250
left,14,811,23.562,-6.437,-17.187
left,14,821,12.000,-4.500,-9.438
left,14,831,-1.937,-0.125,0.000
left,14,841,-22.000,13.625,16.500
left,14,851,-33.563,28.875,29.062
left,14,861,-37.438,41.125,39.188
left,14,871,-32.125,46.625,51.313
left,14,881,-21.937,44.188,61.125
left,14,891,-10.500,38.188,70.250
left,14,901,0.000,29.125,81.750
left,14,911,3.563,23.375,92.813
left,14,921,1.562,20.500,109.813
left,14,931,-5.125,21.312,125.750
left,14,941,-15.375,24.250,144.437
left,14,951,-30.375,30.062,171.937
left,14,961,-41.375,35.250,194.812
left,14,971,-49.063,39.875,215.062
left,14,981,-51.375,43.438,233.375
left,14,991,-47.625,42.625,242.375
left,15,1,3.125,-8.750,-15.188
left,15,10,2.063,-8.000,-15.688
left,15,21,1.750,-6.937,-18.187
left,15,31,1.687,-6.875,-20.187
left,15,41,1.625,-7.937,-19.062
left,15,51,1.500,-8.938,-15.688
left,15,61,1.500,-8.875,-13.250
left,15,71,1.125,-8.250,-11.500
left,15,81,0.187,-7.125,-9.625
left,15,91,-0.562,-6.125,-7.812
left,15,101,-0.875,-4.812,-6.187
left,15,111,-0.125,-2.688,-5.062
left,15,121,1.062,-1.312,-4.125
left,15,131,2.125,-0.312,-2.500
left,15,141,3.063,0.500,-0.125
left,15,151,3.625,0.937,1.187
left,15,161,4.062,1.812,1.625
left,15,171,4.625,3.438,1.500
left,15,181,5.000,4.562,1.375
left,15,191,5.375,5.125,1.375
left,15,201,5.562,5.375,1.500
left,15,211,5.000,6.000,1.500
left,15,221,3.188,8.000,0.250
left,15,231,1.437,10.625,-2.313
left,15,241,-0.687,13.688,-5.500
left,15,251,-4.875,17.937,-8.875
left,15,261,-11.625,22.937,-10.688
left,15,271,-23.562,30.937,-12.813
left,15,281,-44.875,45.750,-17.812
